strongs	class	lemma	root_paleo	surface	count
H6	related	𐤀𐤁𐤃	𐤁𐤉𐤃𐤄	𐤀𐤁𐤉𐤃𐤄	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈	𐤀𐤁𐤉𐤈	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈𐤄	𐤀𐤁𐤉𐤈𐤄	
H5042	related	𐤍𐤁𐤏	𐤁𐤉𐤏𐤄	𐤀𐤁𐤉𐤏𐤄	
H1351	related	𐤂𐤀𐤋	𐤀𐤂𐤀𐤋𐤕𐤉	𐤀𐤂𐤀𐤋𐤕𐤉	
H5062	related	𐤍𐤂𐤐	𐤂𐤅𐤐	𐤀𐤂𐤅𐤐	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤀𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤀𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤀𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤄	𐤀𐤂𐤉𐤃𐤄	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤄	𐤀𐤂𐤉𐤃𐤄	
H2899	related	𐤈𐤅𐤁𐤀𐤃𐤍𐤉𐤄𐤅	𐤀𐤃𐤅𐤍𐤉𐤄	𐤀𐤃𐤅𐤍𐤉𐤄	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇	𐤀𐤃𐤉𐤇	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤄	𐤀𐤃𐤏𐤄	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤄	𐤀𐤃𐤏𐤄	
H1875	related	𐤃𐤓𐤔	𐤀𐤃𐤓𐤔	𐤀𐤃𐤓𐤔	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃	𐤀𐤄𐤅𐤃	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤍	𐤀𐤄𐤅𐤃𐤏𐤍	
H1949	related	𐤄𐤅𐤌	𐤉𐤌𐤄	𐤀𐤄𐤉𐤌𐤄	
H2986	related	𐤉𐤁𐤋	𐤅𐤁𐤉𐤋	𐤀𐤅𐤁𐤉𐤋	
H3001	related	𐤉𐤁𐤔	𐤅𐤁𐤉𐤔	𐤀𐤅𐤁𐤉𐤔	
H2986	weak-initial	𐤉𐤁𐤋	𐤅𐤁𐤋	𐤀𐤅𐤁𐤋	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃	𐤀𐤅𐤃	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃	𐤀𐤅𐤃	
H3034	weak-initial	𐤉𐤃𐤄	𐤅𐤃𐤄	𐤀𐤅𐤃𐤄	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤉𐤏𐤄	𐤀𐤅𐤃𐤉𐤏𐤄	
H3176	related	𐤉𐤇𐤋	𐤅𐤇𐤉𐤋	𐤀𐤅𐤇𐤉𐤋	
H3176	related	𐤉𐤇𐤋	𐤅𐤇𐤉𐤋𐤄	𐤀𐤅𐤇𐤉𐤋𐤄	
H3198	related	𐤉𐤊𐤇	𐤅𐤊𐤉𐤇	𐤀𐤅𐤊𐤉𐤇	
H3198	related	𐤉𐤊𐤇	𐤅𐤊𐤉𐤇	𐤀𐤅𐤊𐤉𐤇	
H398	related	𐤀𐤊𐤋	𐤅𐤊𐤉𐤋	𐤀𐤅𐤊𐤉𐤋	
H3201	weak-initial	𐤉𐤊𐤋	𐤅𐤊𐤋	𐤀𐤅𐤊𐤋	
H398	related	𐤀𐤊𐤋	𐤅𐤊𐤋	𐤀𐤅𐤊𐤋	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊	𐤀𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊	𐤀𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊𐤄	𐤀𐤅𐤋𐤉𐤊𐤄	
H3212	weak-initial	𐤉𐤋𐤊	𐤅𐤋𐤊	𐤀𐤅𐤋𐤊	
H559	related	𐤀𐤌𐤓	𐤅𐤌𐤓	𐤀𐤅𐤌𐤓	
H559	related	𐤀𐤌𐤓	𐤅𐤌𐤓𐤄	𐤀𐤅𐤌𐤓𐤄	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤉𐤐	𐤀𐤅𐤎𐤉𐤐	
H3256	weak-initial	𐤉𐤎𐤓	𐤅𐤎𐤓	𐤀𐤅𐤎𐤓	
H3259	weak-initial	𐤉𐤏𐤃	𐤅𐤏𐤃	𐤀𐤅𐤏𐤃	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤉𐤀𐤄	𐤀𐤅𐤑𐤉𐤀𐤄	
H686	related	𐤀𐤑𐤓	𐤅𐤑𐤓	𐤀𐤅𐤑𐤓	
H3365	related	𐤉𐤒𐤓	𐤅𐤒𐤉𐤓	𐤀𐤅𐤒𐤉𐤓	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓	𐤀𐤅𐤓	
H3384	weak-initial	𐤉𐤓𐤄	𐤅𐤓𐤄	𐤀𐤅𐤓𐤄	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤉𐤁	𐤀𐤅𐤔𐤉𐤁	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤀𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤀𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤀𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤀𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤏𐤄	𐤀𐤅𐤔𐤏𐤄	
H3474	weak-initial	𐤉𐤔𐤓	𐤅𐤔𐤓	𐤀𐤅𐤔𐤓	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤉𐤓	𐤀𐤅𐤕𐤉𐤓	
H3498	weak-initial	𐤉𐤕𐤓	𐤅𐤕𐤓	𐤀𐤅𐤕𐤓	
H238	related	𐤀𐤆𐤍	𐤆𐤉𐤍	𐤀𐤆𐤉𐤍	
H270	related	𐤀𐤇𐤆	𐤇𐤆𐤄	𐤀𐤇𐤆𐤄	
H3176	related	𐤉𐤇𐤋	𐤇𐤉𐤋𐤄	𐤀𐤇𐤉𐤋𐤄	
H5182	related	𐤍𐤇𐤕	𐤀𐤇𐤕	𐤀𐤇𐤕	
H5201	related	𐤍𐤈𐤓	𐤈𐤅𐤓	𐤀𐤈𐤅𐤓	
H879	related	𐤁𐤀𐤓𐤀𐤋𐤉𐤌	𐤀𐤉𐤋𐤉𐤌	𐤀𐤉𐤋𐤉𐤌	
H1145	unrelated	𐤁𐤍𐤉𐤌𐤉𐤍𐤉	𐤀𐤉𐤔	𐤀𐤉𐤔	
H3448	related	𐤉𐤔𐤉	𐤀𐤉𐤔𐤉	𐤀𐤉𐤔𐤉	
H8552	related	𐤕𐤌𐤌	𐤉𐤕𐤌	𐤀𐤉𐤕𐤌	
H5234	related	𐤍𐤊𐤓	𐤊𐤉𐤓	𐤀𐤊𐤉𐤓	
H5234	related	𐤍𐤊𐤓	𐤊𐤉𐤓	𐤀𐤊𐤉𐤓	
H398	related	𐤀𐤊𐤋	𐤊𐤋𐤄	𐤀𐤊𐤋𐤄	
H3808	related	𐤋𐤀	𐤀𐤋	𐤀𐤋	
H3212	related	𐤉𐤋𐤊	𐤋𐤊𐤄	𐤀𐤋𐤊𐤄	
H3212	related	𐤉𐤋𐤊	𐤋𐤊𐤄	𐤀𐤋𐤊𐤄	
H559	related	𐤀𐤌𐤓	𐤌𐤓𐤄	𐤀𐤌𐤓𐤄	
H3046	related	𐤉𐤃𐤏	𐤍𐤃𐤏	𐤀𐤍𐤃𐤏	
H3240	related	𐤉𐤍𐤇	𐤍𐤉𐤇	𐤀𐤍𐤉𐤇	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤄	𐤀𐤍𐤑𐤋𐤄	
H5358	related	𐤍𐤒𐤌	𐤒𐤌𐤄	𐤀𐤍𐤒𐤌𐤄	
H5358	related	𐤍𐤒𐤌	𐤒𐤌𐤄	𐤀𐤍𐤒𐤌𐤄	
H5258	related	𐤍𐤎𐤊	𐤎𐤉𐤊	𐤀𐤎𐤉𐤊	
H3254	related	𐤉𐤎𐤐	𐤎𐤉𐤐	𐤀𐤎𐤉𐤐	
H3254	related	𐤉𐤎𐤐	𐤎𐤐𐤄	𐤀𐤎𐤐𐤄	
H622	related	𐤀𐤎𐤐	𐤎𐤐𐤄	𐤀𐤎𐤐𐤄	
H3276	related	𐤉𐤏𐤋	𐤏𐤉𐤋	𐤀𐤏𐤉𐤋	
H5307	related	𐤍𐤐𐤋	𐤐𐤉𐤋	𐤀𐤐𐤉𐤋	
H5307	related	𐤍𐤐𐤋	𐤐𐤋𐤄	𐤀𐤐𐤋𐤄	
H3318	related	𐤉𐤑𐤀	𐤑𐤀𐤄	𐤀𐤑𐤀𐤄	
H3335	related	𐤉𐤑𐤓	𐤑𐤅𐤓	𐤀𐤑𐤅𐤓	
H3318	related	𐤉𐤑𐤀	𐤑𐤉𐤀	𐤀𐤑𐤉𐤀	
H3322	related	𐤉𐤑𐤂	𐤑𐤉𐤂𐤄	𐤀𐤑𐤉𐤂𐤄	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤀𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤀𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤀𐤑𐤉𐤋	
H3331	related	𐤉𐤑𐤏	𐤑𐤉𐤏𐤄	𐤀𐤑𐤉𐤏𐤄	
H5341	related	𐤍𐤑𐤓	𐤑𐤓𐤄	𐤀𐤑𐤓𐤄	
H3947	related	𐤋𐤒𐤇	𐤒𐤇𐤄	𐤀𐤒𐤇𐤄	
H6966	related	𐤒𐤅𐤌	𐤀𐤒𐤉𐤌	𐤀𐤒𐤉𐤌	
H7200	related	𐤓𐤀𐤄	𐤀𐤓𐤀𐤄	𐤀𐤓𐤀𐤄	
H3381	related	𐤉𐤓𐤃	𐤓𐤃𐤄	𐤀𐤓𐤃𐤄	
H3738	unrelated	𐤊𐤓𐤄	𐤀𐤓𐤉	𐤀𐤓𐤉	
H6307	unrelated	𐤐𐤃𐤍	𐤀𐤓𐤌	𐤀𐤓𐤌	
H3427	related	𐤉𐤔𐤁	𐤔𐤁𐤄	𐤀𐤔𐤁𐤄	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂	𐤀𐤔𐤉𐤂	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂	𐤀𐤔𐤉𐤂	
H7925	related	𐤔𐤊𐤌	𐤀𐤔𐤊𐤉𐤌	𐤀𐤔𐤊𐤉𐤌	
H3635	related	𐤊𐤋𐤋	𐤀𐤔𐤊𐤋𐤋𐤅	𐤀𐤔𐤊𐤋𐤋𐤅	
H5401	related	𐤍𐤔𐤒	𐤔𐤒𐤄	𐤀𐤔𐤒𐤄	
H7997	related	𐤔𐤋𐤋	𐤀𐤔𐤕𐤅𐤋𐤋𐤅	𐤀𐤔𐤕𐤅𐤋𐤋𐤅	
H8075	related	𐤔𐤌𐤌	𐤀𐤔𐤕𐤅𐤌𐤌	𐤀𐤔𐤕𐤅𐤌𐤌	
H8355	related	𐤔𐤕𐤄	𐤀𐤔𐤕𐤉𐤅	𐤀𐤔𐤕𐤉𐤅	
H8133	related	𐤔𐤍𐤀	𐤀𐤔𐤕𐤍𐤅	𐤀𐤔𐤕𐤍𐤅	
H995	related	𐤁𐤉𐤍	𐤕𐤁𐤅𐤍𐤍	𐤀𐤕𐤁𐤅𐤍𐤍	
H995	related	𐤁𐤉𐤍	𐤕𐤁𐤅𐤍𐤍	𐤀𐤕𐤁𐤅𐤍𐤍	
H1505	related	𐤂𐤆𐤓	𐤀𐤕𐤂𐤆𐤓𐤕	𐤀𐤕𐤂𐤆𐤓𐤕	
H3034	weak-initial	𐤉𐤃𐤄	𐤅𐤃𐤄	𐤀𐤕𐤅𐤃𐤄	
H5428	related	𐤍𐤕𐤔	𐤕𐤅𐤔	𐤀𐤕𐤅𐤔	
H2266	related	𐤇𐤁𐤓	𐤀𐤕𐤇𐤁𐤓	𐤀𐤕𐤇𐤁𐤓	
H3272	related	𐤉𐤏𐤈	𐤀𐤕𐤉𐤏𐤈𐤅	𐤀𐤕𐤉𐤏𐤈𐤅	
H3735	related	𐤊𐤓𐤀	𐤀𐤕𐤊𐤓𐤉𐤕	𐤀𐤕𐤊𐤓𐤉𐤕	
H5414	related	𐤍𐤕𐤍	𐤕𐤍𐤄	𐤀𐤕𐤍𐤄	
H5414	related	𐤍𐤕𐤍	𐤕𐤍𐤄	𐤀𐤕𐤍𐤄	
H5414	related	𐤍𐤕𐤍	𐤕𐤍𐤍	𐤀𐤕𐤍𐤍	
H6132	related	𐤏𐤒𐤓	𐤀𐤕𐤏𐤒𐤓𐤅	𐤀𐤕𐤏𐤒𐤓𐤅	
H6962	related	𐤒𐤅𐤈	𐤕𐤒𐤅𐤈𐤈	𐤀𐤕𐤒𐤅𐤈𐤈	
H6962	related	𐤒𐤅𐤈	𐤕𐤒𐤅𐤈𐤈	𐤀𐤕𐤒𐤅𐤈𐤈	
H5426	related	𐤍𐤕𐤓	𐤀𐤕𐤓𐤅	𐤀𐤕𐤓𐤅	
H7321	related	𐤓𐤅𐤏	𐤕𐤓𐤅𐤏𐤏	𐤀𐤕𐤓𐤅𐤏𐤏	
H870	prefix-retained	𐤀𐤕𐤓	𐤁𐤀𐤕𐤓	𐤁𐤀𐤕𐤓	
H3565	related	𐤊𐤅𐤓𐤏𐤔𐤍	𐤁𐤅𐤓	𐤁𐤅𐤓	
H3816	unrelated	𐤋𐤀𐤌	𐤁𐤋	𐤁𐤋	
H5704	prefix-retained	𐤏𐤃	𐤁𐤏𐤃	𐤁𐤏𐤃	
H5704	related	𐤏𐤃	𐤁𐤏𐤃𐤉	𐤁𐤏𐤃𐤉	
H6869	prefix-retained	𐤑𐤓𐤄	𐤁𐤑𐤓𐤄	𐤁𐤑𐤓𐤄	
H870	related	𐤀𐤕𐤓	𐤁𐤕𐤓	𐤁𐤕𐤓	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤂𐤉𐤃	
H5060	related	𐤍𐤂𐤏	𐤂𐤏𐤕	𐤂𐤏𐤕	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤅	𐤂𐤔𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤉	𐤂𐤔𐤉	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤕	𐤂𐤔𐤕	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤕	𐤂𐤔𐤕	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤕	𐤂𐤔𐤕	
H5874	related	𐤏𐤉𐤍𐤃𐤀𐤓	𐤃𐤅𐤓	𐤃𐤅𐤓	
H7384	related	𐤓𐤉𐤐𐤕	𐤃𐤉𐤐𐤕	𐤃𐤉𐤐𐤕	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤄	𐤃𐤏𐤄	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤅	𐤃𐤏𐤅	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤉	𐤃𐤏𐤉	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤕	𐤃𐤏𐤕	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤕	𐤃𐤏𐤕	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤕	𐤃𐤏𐤕	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤕	𐤃𐤏𐤕	
H79	prefix-retained	𐤀𐤁𐤒	𐤄𐤀𐤁𐤒	𐤄𐤀𐤁𐤒	
H2186	related	𐤆𐤍𐤇	𐤀𐤆𐤍𐤉𐤇𐤅	𐤄𐤀𐤆𐤍𐤉𐤇𐤅	
H270	related	𐤀𐤇𐤆	𐤄𐤀𐤇𐤆𐤅	𐤄𐤀𐤇𐤆𐤅	
H329	prefix-retained	𐤀𐤈𐤃	𐤄𐤀𐤈𐤃	𐤄𐤀𐤈𐤃	
H329	prefix-retained	𐤀𐤈𐤃	𐤄𐤀𐤈𐤃	𐤄𐤀𐤈𐤃	
H398	prefix-retained	𐤀𐤊𐤋	𐤄𐤀𐤊𐤋	𐤄𐤀𐤊𐤋	
H425	prefix-retained	𐤀𐤋𐤄	𐤄𐤀𐤋𐤄	𐤄𐤀𐤋𐤄	
H507	prefix-retained	𐤀𐤋𐤐	𐤄𐤀𐤋𐤐	𐤄𐤀𐤋𐤐	
H584	prefix-retained	𐤀𐤍𐤇	𐤄𐤀𐤍𐤇	𐤄𐤀𐤍𐤇	
H602	prefix-retained	𐤀𐤍𐤒	𐤄𐤀𐤍𐤒	𐤄𐤀𐤍𐤒	
H622	prefix-retained	𐤀𐤎𐤐	𐤄𐤀𐤎𐤐	𐤄𐤀𐤎𐤐	
H622	prefix-retained	𐤀𐤎𐤐	𐤄𐤀𐤎𐤐	𐤄𐤀𐤎𐤐	
H622	prefix-retained	𐤀𐤎𐤐	𐤄𐤀𐤎𐤐	𐤄𐤀𐤎𐤐	
H622	related	𐤀𐤎𐤐	𐤄𐤀𐤎𐤐𐤅	𐤄𐤀𐤎𐤐𐤅	
H622	related	𐤀𐤎𐤐	𐤄𐤀𐤎𐤐𐤉	𐤄𐤀𐤎𐤐𐤉	
H631	related	𐤀𐤎𐤓	𐤄𐤀𐤎𐤓𐤅	𐤄𐤀𐤎𐤓𐤅	
H7153	related	𐤒𐤓𐤉𐤕𐤀𐤓𐤁𐤏	𐤄𐤀𐤓𐤁𐤏	𐤄𐤀𐤓𐤁𐤏	
H914	related	𐤁𐤃𐤋	𐤄𐤁𐤃𐤋𐤅	𐤄𐤁𐤃𐤋𐤅	
H157	related	𐤀𐤄𐤁	𐤄𐤁𐤅	𐤄𐤁𐤅	
H3051	related	𐤉𐤄𐤁	𐤄𐤁𐤅	𐤄𐤁𐤅	
H962	related	𐤁𐤆𐤆	𐤄𐤁𐤅𐤆	𐤄𐤁𐤅𐤆	
H1238	related	𐤁𐤒𐤒	𐤄𐤁𐤅𐤒	𐤄𐤁𐤅𐤒	
H5027	related	𐤍𐤁𐤈	𐤁𐤈𐤕	𐤄𐤁𐤈𐤕	
H5027	related	𐤍𐤁𐤈	𐤁𐤈𐤕𐤌	𐤄𐤁𐤈𐤕𐤌	
H3051	related	𐤉𐤄𐤁	𐤄𐤁𐤉	𐤄𐤁𐤉	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈	𐤄𐤁𐤉𐤈	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈	𐤄𐤁𐤉𐤈	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈	𐤄𐤁𐤉𐤈	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈	𐤄𐤁𐤉𐤈	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈	𐤄𐤁𐤉𐤈	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈	𐤄𐤁𐤉𐤈	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈𐤅	𐤄𐤁𐤉𐤈𐤅	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈𐤅	𐤄𐤁𐤉𐤈𐤅	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈𐤅	𐤄𐤁𐤉𐤈𐤅	
H3001	related	𐤉𐤁𐤔	𐤁𐤉𐤔	𐤄𐤁𐤉𐤔	
H3001	related	𐤉𐤁𐤔	𐤁𐤉𐤔𐤄	𐤄𐤁𐤉𐤔𐤄	
H3001	related	𐤉𐤁𐤔	𐤁𐤉𐤔𐤅	𐤄𐤁𐤉𐤔𐤅	
H1129	related	𐤁𐤍𐤄	𐤄𐤁𐤍𐤅𐤕	𐤄𐤁𐤍𐤅𐤕	
H1129	related	𐤁𐤍𐤄	𐤄𐤁𐤍𐤕	𐤄𐤁𐤍𐤕	
H1234	prefix-retained	𐤁𐤒𐤏	𐤄𐤁𐤒𐤏	𐤄𐤁𐤒𐤏	
H1254	prefix-retained	𐤁𐤓𐤀	𐤄𐤁𐤓𐤀	𐤄𐤁𐤓𐤀	
H1254	prefix-retained	𐤁𐤓𐤀	𐤄𐤁𐤓𐤀	𐤄𐤁𐤓𐤀	
H1254	prefix-retained	𐤁𐤓𐤀	𐤄𐤁𐤓𐤀	𐤄𐤁𐤓𐤀	
H1305	related	𐤁𐤓𐤓	𐤄𐤁𐤓𐤅	𐤄𐤁𐤓𐤅	
H3001	related	𐤉𐤁𐤔	𐤁𐤔𐤅	𐤄𐤁𐤔𐤅	
H3001	related	𐤉𐤁𐤔	𐤁𐤔𐤕	𐤄𐤁𐤔𐤕	
H3001	related	𐤉𐤁𐤔	𐤁𐤔𐤕𐤉	𐤄𐤁𐤔𐤕𐤉	
H5046	related	𐤍𐤂𐤃	𐤂𐤃𐤕	𐤄𐤂𐤃𐤕	
H5046	related	𐤍𐤂𐤃	𐤂𐤃𐤕	𐤄𐤂𐤃𐤕	
H5046	related	𐤍𐤂𐤃	𐤂𐤃𐤕𐤄	𐤄𐤂𐤃𐤕𐤄	
H5046	related	𐤍𐤂𐤃	𐤂𐤃𐤕𐤉	𐤄𐤂𐤃𐤕𐤉	
H5046	related	𐤍𐤂𐤃	𐤂𐤃𐤕𐤉	𐤄𐤂𐤃𐤕𐤉	
H5046	related	𐤍𐤂𐤃	𐤂𐤃𐤕𐤌	𐤄𐤂𐤃𐤕𐤌	
H1471	related	𐤂𐤅𐤉	𐤄𐤂𐤅𐤉𐤌	𐤄𐤂𐤅𐤉𐤌	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤄𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤄𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤄𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤄𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤄𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤄𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤄	𐤄𐤂𐤉𐤃𐤄	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤄	𐤄𐤂𐤉𐤃𐤄	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤅	𐤄𐤂𐤉𐤃𐤅	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤅	𐤄𐤂𐤉𐤃𐤅	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤅	𐤄𐤂𐤉𐤃𐤅	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤉	𐤄𐤂𐤉𐤃𐤉	
H5060	related	𐤍𐤂𐤏	𐤂𐤉𐤏	𐤄𐤂𐤉𐤏	
H5060	related	𐤍𐤂𐤏	𐤂𐤉𐤏	𐤄𐤂𐤉𐤏	
H5060	related	𐤍𐤂𐤏	𐤂𐤉𐤏	𐤄𐤂𐤉𐤏	
H5060	related	𐤍𐤂𐤏	𐤂𐤉𐤏𐤅	𐤄𐤂𐤉𐤏𐤅	
H5060	related	𐤍𐤂𐤏	𐤂𐤉𐤏𐤅	𐤄𐤂𐤉𐤏𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤉𐤔	𐤄𐤂𐤉𐤔	
H5066	related	𐤍𐤂𐤔	𐤂𐤉𐤔	𐤄𐤂𐤉𐤔	
H5066	related	𐤍𐤂𐤔	𐤂𐤉𐤔	𐤄𐤂𐤉𐤔	
H5066	related	𐤍𐤂𐤔	𐤂𐤉𐤔𐤅	𐤄𐤂𐤉𐤔𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤉𐤔𐤅	𐤄𐤂𐤉𐤔𐤅	
H1537	prefix-retained	𐤂𐤋𐤂𐤋	𐤄𐤂𐤋𐤂𐤋	𐤄𐤂𐤋𐤂𐤋	
H1540	related	𐤂𐤋𐤄	𐤄𐤂𐤋𐤅	𐤄𐤂𐤋𐤅	
H1540	related	𐤂𐤋𐤄	𐤄𐤂𐤋𐤅𐤕	𐤄𐤂𐤋𐤅𐤕	
H1580	prefix-retained	𐤂𐤌𐤋	𐤄𐤂𐤌𐤋	𐤄𐤂𐤌𐤋	
H1588	prefix-retained	𐤂𐤍	𐤄𐤂𐤍	𐤄𐤂𐤍	
H5060	related	𐤍𐤂𐤏	𐤂𐤏𐤕	𐤄𐤂𐤏𐤕	
H5060	related	𐤍𐤂𐤏	𐤂𐤏𐤕𐤉	𐤄𐤂𐤏𐤕𐤉	
H5060	related	𐤍𐤂𐤏	𐤂𐤏𐤕𐤌	𐤄𐤂𐤏𐤕𐤌	
H5064	related	𐤍𐤂𐤓	𐤂𐤓𐤕𐤉	𐤄𐤂𐤓𐤕𐤉	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤅	𐤄𐤂𐤔𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤅	𐤄𐤂𐤔𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤕𐤌	𐤄𐤂𐤔𐤕𐤌	
H3034	unrelated	𐤉𐤃𐤄	𐤃𐤅	𐤄𐤃𐤅	
H1758	prefix-retained	𐤃𐤅𐤔	𐤄𐤃𐤅𐤔	𐤄𐤃𐤅𐤔	
H3034	unrelated	𐤉𐤃𐤄	𐤃𐤅𐤕	𐤄𐤃𐤅𐤕	
H5080	related	𐤍𐤃𐤇	𐤃𐤇𐤕	𐤄𐤃𐤇𐤕	
H5080	related	𐤍𐤃𐤇	𐤃𐤇𐤕𐤉	𐤄𐤃𐤇𐤕𐤉	
H5080	related	𐤍𐤃𐤇	𐤃𐤇𐤕𐤉	𐤄𐤃𐤇𐤕𐤉	
H5080	related	𐤍𐤃𐤇	𐤃𐤇𐤕𐤉	𐤄𐤃𐤇𐤕𐤉	
H5080	related	𐤍𐤃𐤇	𐤃𐤇𐤕𐤉	𐤄𐤃𐤇𐤕𐤉	
H5080	related	𐤍𐤃𐤇	𐤃𐤇𐤕𐤉	𐤄𐤃𐤇𐤕𐤉	
H5080	related	𐤍𐤃𐤇	𐤃𐤇𐤕𐤌	𐤄𐤃𐤇𐤕𐤌	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇	𐤄𐤃𐤉𐤇	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇	𐤄𐤃𐤉𐤇	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇	𐤄𐤃𐤉𐤇	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇	𐤄𐤃𐤉𐤇	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇	𐤄𐤃𐤉𐤇	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇	𐤄𐤃𐤉𐤇	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇	𐤄𐤃𐤉𐤇	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇𐤅	𐤄𐤃𐤉𐤇𐤅	
