strongs	class	lemma	root_paleo	surface	count
H3045	related	𐤉𐤃𐤏	𐤃𐤉𐤏	𐤄𐤃𐤉𐤏	
H3045	related	𐤉𐤃𐤏	𐤃𐤉𐤏	𐤄𐤃𐤉𐤏	
H1878	related	𐤃𐤔𐤍	𐤄𐤃𐤔𐤍𐤄	𐤄𐤃𐤔𐤍𐤄	
H2974	related	𐤉𐤀𐤋	𐤅𐤀𐤉𐤋	𐤄𐤅𐤀𐤉𐤋	
H2974	related	𐤉𐤀𐤋	𐤅𐤀𐤉𐤋𐤅	𐤄𐤅𐤀𐤉𐤋𐤅	
H2974	weak-initial	𐤉𐤀𐤋	𐤅𐤀𐤋	𐤄𐤅𐤀𐤋	
H2974	related	𐤉𐤀𐤋	𐤅𐤀𐤋𐤍𐤅	𐤄𐤅𐤀𐤋𐤍𐤅	
H2974	related	𐤉𐤀𐤋	𐤅𐤀𐤋𐤕	𐤄𐤅𐤀𐤋𐤕	
H2974	related	𐤉𐤀𐤋	𐤅𐤀𐤋𐤕𐤉	𐤄𐤅𐤀𐤋𐤕𐤉	
H935	related	𐤁𐤅𐤀	𐤅𐤁𐤀	𐤄𐤅𐤁𐤀	
H935	related	𐤁𐤅𐤀	𐤅𐤁𐤀	𐤄𐤅𐤁𐤀	
H935	related	𐤁𐤅𐤀	𐤅𐤁𐤀𐤅	𐤄𐤅𐤁𐤀𐤅	
H7	related	𐤀𐤁𐤃	𐤅𐤁𐤃	𐤄𐤅𐤁𐤃	
H7	related	𐤀𐤁𐤃	𐤅𐤁𐤃𐤄	𐤄𐤅𐤁𐤃𐤄	
H3001	related	𐤉𐤁𐤔	𐤅𐤁𐤉𐤔	𐤄𐤅𐤁𐤉𐤔	
H3001	related	𐤉𐤁𐤔	𐤅𐤁𐤉𐤔𐤄	𐤄𐤅𐤁𐤉𐤔𐤄	
H3001	related	𐤉𐤁𐤔	𐤅𐤁𐤔𐤕	𐤄𐤅𐤁𐤔𐤕	
H3001	related	𐤉𐤁𐤔	𐤅𐤁𐤔𐤕𐤉	𐤄𐤅𐤁𐤔𐤕𐤉	
H3013	unrelated	𐤉𐤂𐤄	𐤅𐤂	𐤄𐤅𐤂	
H3013	weak-initial	𐤉𐤂𐤄	𐤅𐤂𐤄	𐤄𐤅𐤂𐤄	
H3021	related	𐤉𐤂𐤏	𐤅𐤂𐤏𐤍𐤅	𐤄𐤅𐤂𐤏𐤍𐤅	
H3021	related	𐤉𐤂𐤏	𐤅𐤂𐤏𐤕	𐤄𐤅𐤂𐤏𐤕	
H3021	related	𐤉𐤂𐤏	𐤅𐤂𐤏𐤕𐤉	𐤄𐤅𐤂𐤏𐤕𐤉	
H3021	related	𐤉𐤂𐤏	𐤅𐤂𐤏𐤕𐤌	𐤄𐤅𐤂𐤏𐤕𐤌	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃𐤅	𐤄𐤅𐤃𐤅	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃𐤅	𐤄𐤅𐤃𐤅	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃𐤅𐤕	𐤄𐤅𐤃𐤅𐤕	
H3034	related	𐤉𐤃𐤄	𐤅𐤃𐤉𐤍𐤅	𐤄𐤅𐤃𐤉𐤍𐤅	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤉𐤏𐤅	𐤄𐤅𐤃𐤉𐤏𐤅	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤉𐤏𐤅	𐤄𐤅𐤃𐤉𐤏𐤅	
H3045	related	𐤉𐤃𐤏	𐤄𐤅𐤃𐤏	𐤄𐤅𐤃𐤏	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤄	𐤄𐤅𐤃𐤏𐤄	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤅𐤕	𐤄𐤅𐤃𐤏𐤅𐤕	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤍𐤀	𐤄𐤅𐤃𐤏𐤍𐤀	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕	𐤄𐤅𐤃𐤏𐤕	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕	𐤄𐤅𐤃𐤏𐤕	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕	𐤄𐤅𐤃𐤏𐤕	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕	𐤄𐤅𐤃𐤏𐤕	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕	𐤄𐤅𐤃𐤏𐤕	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕	𐤄𐤅𐤃𐤏𐤕	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕	𐤄𐤅𐤃𐤏𐤕	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕	𐤄𐤅𐤃𐤏𐤕	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕𐤉	𐤄𐤅𐤃𐤏𐤕𐤉	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕𐤉	𐤄𐤅𐤃𐤏𐤕𐤉	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕𐤉	𐤄𐤅𐤃𐤏𐤕𐤉	
H3045	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤕𐤌	𐤄𐤅𐤃𐤏𐤕𐤌	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃𐤕	𐤄𐤅𐤃𐤕	
H2300	related	𐤇𐤃𐤃	𐤅𐤇𐤃𐤄	𐤄𐤅𐤇𐤃𐤄	
H3176	related	𐤉𐤇𐤋	𐤅𐤇𐤉𐤋𐤉	𐤄𐤅𐤇𐤉𐤋𐤉	
H2490	related	𐤇𐤋𐤋	𐤅𐤇𐤋	𐤄𐤅𐤇𐤋	
H3176	related	𐤉𐤇𐤋	𐤅𐤇𐤋𐤕𐤉	𐤄𐤅𐤇𐤋𐤕𐤉	
H3176	related	𐤉𐤇𐤋	𐤅𐤇𐤋𐤕𐤉	𐤄𐤅𐤇𐤋𐤕𐤉	
H2904	related	𐤈𐤅𐤋	𐤅𐤈𐤋𐤅	𐤄𐤅𐤈𐤋𐤅	
H5221	related	𐤍𐤊𐤄	𐤅𐤊𐤄	𐤄𐤅𐤊𐤄	
H3198	weak-initial	𐤉𐤊𐤇	𐤅𐤊𐤇	𐤄𐤅𐤊𐤇	
H3198	weak-initial	𐤉𐤊𐤇	𐤅𐤊𐤇	𐤄𐤅𐤊𐤇	
H3198	weak-initial	𐤉𐤊𐤇	𐤅𐤊𐤇	𐤄𐤅𐤊𐤇	
H3198	weak-initial	𐤉𐤊𐤇	𐤅𐤊𐤇	𐤄𐤅𐤊𐤇	
H3198	weak-initial	𐤉𐤊𐤇	𐤅𐤊𐤇	𐤄𐤅𐤊𐤇	
H3198	related	𐤉𐤊𐤇	𐤅𐤊𐤉𐤇	𐤄𐤅𐤊𐤉𐤇	
H3198	related	𐤉𐤊𐤇	𐤅𐤊𐤉𐤇	𐤄𐤅𐤊𐤉𐤇	
H3559	related	𐤊𐤅𐤍	𐤅𐤊𐤍	𐤄𐤅𐤊𐤍	
H3559	related	𐤊𐤅𐤍	𐤅𐤊𐤍	𐤄𐤅𐤊𐤍	
H3205	related	𐤉𐤋𐤃	𐤄𐤅𐤋𐤃	𐤄𐤅𐤋𐤃	
H3205	related	𐤉𐤋𐤃	𐤄𐤅𐤋𐤃	𐤄𐤅𐤋𐤃	
H3205	related	𐤉𐤋𐤃	𐤄𐤅𐤋𐤃	𐤄𐤅𐤋𐤃	
H3205	related	𐤉𐤋𐤃	𐤅𐤋𐤃𐤅	𐤄𐤅𐤋𐤃𐤅	
H3205	related	𐤉𐤋𐤃	𐤅𐤋𐤃𐤕	𐤄𐤅𐤋𐤃𐤕	
H3205	related	𐤉𐤋𐤃	𐤅𐤋𐤃𐤕	𐤄𐤅𐤋𐤃𐤕	
H3205	related	𐤉𐤋𐤃	𐤅𐤋𐤉𐤃𐤅	𐤄𐤅𐤋𐤉𐤃𐤅	
H3205	related	𐤉𐤋𐤃	𐤅𐤋𐤉𐤃𐤅	𐤄𐤅𐤋𐤉𐤃𐤅	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊	𐤄𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊	𐤄𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊	𐤄𐤅𐤋𐤉𐤊	
H3212	weak-initial	𐤉𐤋𐤊	𐤅𐤋𐤊	𐤄𐤅𐤋𐤊	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤊𐤕𐤉	𐤄𐤅𐤋𐤊𐤕𐤉	
H4191	related	𐤌𐤅𐤕	𐤅𐤌𐤕	𐤄𐤅𐤌𐤕	
H4191	related	𐤌𐤅𐤕	𐤅𐤌𐤕	𐤄𐤅𐤌𐤕	
H3238	weak-initial	𐤉𐤍𐤄	𐤅𐤍𐤄	𐤄𐤅𐤍𐤄	
H3238	unrelated	𐤉𐤍𐤄	𐤅𐤍𐤅	𐤄𐤅𐤍𐤅	
H5117	related	𐤍𐤅𐤇	𐤅𐤍𐤇	𐤄𐤅𐤍𐤇	
H5130	related	𐤍𐤅𐤐	𐤅𐤍𐤐	𐤄𐤅𐤍𐤐	
H3238	unrelated	𐤉𐤍𐤄	𐤅𐤍𐤕	𐤄𐤅𐤍𐤕	
H3245	related	𐤉𐤎𐤃	𐤄𐤅𐤎𐤃	𐤄𐤅𐤎𐤃	
H3245	related	𐤉𐤎𐤃	𐤄𐤅𐤎𐤃	𐤄𐤅𐤎𐤃	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤉𐤐	𐤄𐤅𐤎𐤉𐤐	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤐𐤕	𐤄𐤅𐤎𐤐𐤕	
H3255	related	𐤉𐤎𐤐	𐤅𐤎𐤐𐤕	𐤄𐤅𐤎𐤐𐤕	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤐𐤕𐤉	𐤄𐤅𐤎𐤐𐤕𐤉	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤐𐤕𐤉	𐤄𐤅𐤎𐤐𐤕𐤉	
H5493	related	𐤎𐤅𐤓	𐤅𐤎𐤓	𐤄𐤅𐤎𐤓	
H3256	related	𐤉𐤎𐤓	𐤄𐤅𐤎𐤓𐤅	𐤄𐤅𐤎𐤓𐤅	
H3256	related	𐤉𐤎𐤓	𐤄𐤅𐤎𐤓𐤉	𐤄𐤅𐤎𐤓𐤉	
H5749	related	𐤏𐤅𐤃	𐤅𐤏𐤃	𐤄𐤅𐤏𐤃	
H3276	related	𐤉𐤏𐤋	𐤅𐤏𐤉𐤋	𐤄𐤅𐤏𐤉𐤋	
H3276	related	𐤉𐤏𐤋	𐤅𐤏𐤉𐤋	𐤄𐤅𐤏𐤉𐤋	
H3276	related	𐤉𐤏𐤋	𐤅𐤏𐤉𐤋	𐤄𐤅𐤏𐤉𐤋	
H3313	related	𐤉𐤐𐤏	𐤅𐤐𐤉𐤏	𐤄𐤅𐤐𐤉𐤏	
H3313	related	𐤉𐤐𐤏	𐤅𐤐𐤉𐤏	𐤄𐤅𐤐𐤉𐤏	
H3313	related	𐤉𐤐𐤏	𐤅𐤐𐤏𐤕	𐤄𐤅𐤐𐤏𐤕	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤄	𐤄𐤅𐤑𐤀𐤄	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕	𐤄𐤅𐤑𐤀𐤕	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕	𐤄𐤅𐤑𐤀𐤕	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕	𐤄𐤅𐤑𐤀𐤕	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕	𐤄𐤅𐤑𐤀𐤕	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕	𐤄𐤅𐤑𐤀𐤕	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕	𐤄𐤅𐤑𐤀𐤕	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕𐤉	𐤄𐤅𐤑𐤀𐤕𐤉	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕𐤉	𐤄𐤅𐤑𐤀𐤕𐤉	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕𐤉	𐤄𐤅𐤑𐤀𐤕𐤉	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕𐤉	𐤄𐤅𐤑𐤀𐤕𐤉	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕𐤉	𐤄𐤅𐤑𐤀𐤕𐤉	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕𐤉	𐤄𐤅𐤑𐤀𐤕𐤉	
H3318	related	𐤉𐤑𐤀	𐤄𐤅𐤑𐤀𐤕𐤉	𐤄𐤅𐤑𐤀𐤕𐤉	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕𐤌	𐤄𐤅𐤑𐤀𐤕𐤌	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤕𐤌	𐤄𐤅𐤑𐤀𐤕𐤌	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤉𐤀𐤅	𐤄𐤅𐤑𐤉𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤉𐤀𐤅	𐤄𐤅𐤑𐤉𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤉𐤀𐤅	𐤄𐤅𐤑𐤉𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤉𐤀𐤅	𐤄𐤅𐤑𐤉𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤉𐤀𐤉	𐤄𐤅𐤑𐤉𐤀𐤉	
H3341	related	𐤉𐤑𐤕	𐤅𐤑𐤕𐤉	𐤄𐤅𐤑𐤕𐤉	
H6965	related	𐤒𐤅𐤌	𐤅𐤒𐤌	𐤄𐤅𐤒𐤌	
H3363	weak-initial	𐤉𐤒𐤏	𐤅𐤒𐤏	𐤄𐤅𐤒𐤏	
H3363	related	𐤉𐤒𐤏	𐤅𐤒𐤏𐤍𐤅	𐤄𐤅𐤒𐤏𐤍𐤅	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓	𐤄𐤅𐤓	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓	𐤄𐤅𐤓	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤅	𐤄𐤅𐤓𐤃𐤅	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤍𐤅	𐤄𐤅𐤓𐤃𐤍𐤅	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤕	𐤄𐤅𐤓𐤃𐤕	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤕	𐤄𐤅𐤓𐤃𐤕	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤕	𐤄𐤅𐤓𐤃𐤕	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤕𐤉	𐤄𐤅𐤓𐤃𐤕𐤉	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤕𐤉	𐤄𐤅𐤓𐤃𐤕𐤉	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤕𐤉	𐤄𐤅𐤓𐤃𐤕𐤉	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤕𐤌	𐤄𐤅𐤓𐤃𐤕𐤌	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓𐤅	𐤄𐤅𐤓𐤅	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤉𐤃𐤅	𐤄𐤅𐤓𐤉𐤃𐤅	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤉𐤃𐤅	𐤄𐤅𐤓𐤉𐤃𐤅	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤉𐤃𐤅	𐤄𐤅𐤓𐤉𐤃𐤅	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤉𐤃𐤉	𐤄𐤅𐤓𐤉𐤃𐤉	
H3423	related	𐤉𐤓𐤔	𐤅𐤓𐤉𐤔𐤅	𐤄𐤅𐤓𐤉𐤔𐤅	
H3384	related	𐤉𐤓𐤄	𐤅𐤓𐤉𐤕𐤉	𐤄𐤅𐤓𐤉𐤕𐤉	
H3384	related	𐤉𐤓𐤄	𐤅𐤓𐤉𐤕𐤉	𐤄𐤅𐤓𐤉𐤕𐤉	
H7311	related	𐤓𐤅𐤌	𐤅𐤓𐤌	𐤄𐤅𐤓𐤌	
H7324	related	𐤓𐤅𐤒	𐤅𐤓𐤒	𐤄𐤅𐤓𐤒	
H3423	related	𐤉𐤓𐤔	𐤅𐤓𐤔𐤕	𐤄𐤅𐤓𐤔𐤕	
H3423	related	𐤉𐤓𐤔	𐤅𐤓𐤔𐤕	𐤄𐤅𐤓𐤔𐤕	
H3423	related	𐤉𐤓𐤔	𐤅𐤓𐤔𐤕	𐤄𐤅𐤓𐤔𐤕	
H3423	related	𐤉𐤓𐤔	𐤅𐤓𐤔𐤕𐤉	𐤄𐤅𐤓𐤔𐤕𐤉	
H3423	related	𐤉𐤓𐤔	𐤅𐤓𐤔𐤕𐤌	𐤄𐤅𐤓𐤔𐤕𐤌	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓𐤕	𐤄𐤅𐤓𐤕	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓𐤕	𐤄𐤅𐤓𐤕	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓𐤕	𐤄𐤅𐤓𐤕	
H7725	related	𐤔𐤅𐤁	𐤉𐤔𐤁	𐤄𐤅𐤔𐤁	
H7725	related	𐤔𐤅𐤁	𐤅𐤔𐤁𐤅𐤕𐤉	𐤄𐤅𐤔𐤁𐤅𐤕𐤉	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤁𐤕𐤉	𐤄𐤅𐤔𐤁𐤕𐤉	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤁𐤕𐤉	𐤄𐤅𐤔𐤁𐤕𐤉	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤁𐤕𐤉	𐤄𐤅𐤔𐤁𐤕𐤉	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤁𐤕𐤉	𐤄𐤅𐤔𐤁𐤕𐤉	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤁𐤕𐤌	𐤄𐤅𐤔𐤁𐤕𐤌	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤉𐤁	𐤄𐤅𐤔𐤉𐤁	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤉𐤁	𐤄𐤅𐤔𐤉𐤁	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤉𐤁𐤅	𐤄𐤅𐤔𐤉𐤁𐤅	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤉𐤁𐤉	𐤄𐤅𐤔𐤉𐤁𐤉	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤄𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏𐤄	𐤄𐤅𐤔𐤉𐤏𐤄	
H3467	related	𐤉𐤔𐤏	𐤄𐤅𐤔𐤏𐤅	𐤄𐤅𐤔𐤏𐤅	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤏𐤕	𐤄𐤅𐤔𐤏𐤕	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤏𐤕	𐤄𐤅𐤔𐤏𐤕	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤏𐤕	𐤄𐤅𐤔𐤏𐤕	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤏𐤕𐤉	𐤄𐤅𐤔𐤏𐤕𐤉	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤏𐤕𐤉	𐤄𐤅𐤔𐤏𐤕𐤉	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤏𐤕𐤉	𐤄𐤅𐤔𐤏𐤕𐤉	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤏𐤕𐤉	𐤄𐤅𐤔𐤏𐤕𐤉	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤏𐤕𐤌	𐤄𐤅𐤔𐤏𐤕𐤌	
H3474	weak-initial	𐤉𐤔𐤓	𐤅𐤔𐤓	𐤄𐤅𐤔𐤓	
H3488	weak-initial	𐤉𐤕𐤁	𐤅𐤕𐤁	𐤄𐤅𐤕𐤁	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤉𐤓	𐤄𐤅𐤕𐤉𐤓	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤉𐤓	𐤄𐤅𐤕𐤉𐤓	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤉𐤓	𐤄𐤅𐤕𐤉𐤓	
H2048	related	𐤄𐤕𐤋	𐤅𐤕𐤋	𐤄𐤅𐤕𐤋	
H3498	weak-initial	𐤉𐤕𐤓	𐤅𐤕𐤓	𐤄𐤅𐤕𐤓	
H3498	weak-initial	𐤉𐤕𐤓	𐤅𐤕𐤓	𐤄𐤅𐤕𐤓	
H3498	weak-initial	𐤉𐤕𐤓	𐤅𐤕𐤓	𐤄𐤅𐤕𐤓	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤓𐤄	𐤄𐤅𐤕𐤓𐤄	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤓𐤕𐤉	𐤄𐤅𐤕𐤓𐤕𐤉	
H2094	prefix-retained	𐤆𐤄𐤓	𐤄𐤆𐤄𐤓	𐤄𐤆𐤄𐤓	
H2094	prefix-retained	𐤆𐤄𐤓	𐤄𐤆𐤄𐤓	𐤄𐤆𐤄𐤓	
H2120	prefix-retained	𐤆𐤇𐤋𐤕	𐤄𐤆𐤇𐤋𐤕	𐤄𐤆𐤇𐤋𐤕	
H5140	related	𐤍𐤆𐤋	𐤆𐤉𐤋	𐤄𐤆𐤉𐤋	
H5144	related	𐤍𐤆𐤓	𐤆𐤉𐤓	𐤄𐤆𐤉𐤓	
H5144	related	𐤍𐤆𐤓	𐤆𐤉𐤓	𐤄𐤆𐤉𐤓	
H5144	related	𐤍𐤆𐤓	𐤆𐤉𐤓	𐤄𐤆𐤉𐤓	
H5137	unrelated	𐤍𐤆𐤄	𐤆𐤉𐤕	𐤄𐤆𐤉𐤕	
H2135	related	𐤆𐤊𐤄	𐤄𐤆𐤊𐤅	𐤄𐤆𐤊𐤅	
H2142	prefix-retained	𐤆𐤊𐤓	𐤄𐤆𐤊𐤓	𐤄𐤆𐤊𐤓	
H2219	related	𐤆𐤓𐤄	𐤄𐤆𐤓𐤅𐤕𐤉	𐤄𐤆𐤓𐤅𐤕𐤉	
H5144	related	𐤍𐤆𐤓	𐤆𐤓𐤕𐤌	𐤄𐤆𐤓𐤕𐤌	
H2244	prefix-retained	𐤇𐤁𐤀	𐤄𐤇𐤁𐤀	𐤄𐤇𐤁𐤀	
H2247	prefix-retained	𐤇𐤁𐤄	𐤄𐤇𐤁𐤄	𐤄𐤇𐤁𐤄	
H2490	related	𐤇𐤋𐤋	𐤄𐤇𐤋	𐤄𐤇𐤋	
H2490	related	𐤇𐤋𐤋	𐤄𐤇𐤋	𐤄𐤇𐤋	
H2502	related	𐤇𐤋𐤑	𐤄𐤇𐤋𐤑𐤅	𐤄𐤇𐤋𐤑𐤅	
H2648	prefix-retained	𐤇𐤐𐤆	𐤄𐤇𐤐𐤆	𐤄𐤇𐤐𐤆	
H2791	related	𐤇𐤓𐤔	𐤄𐤇𐤓𐤔𐤉𐤌	𐤄𐤇𐤓𐤔𐤉𐤌	
H3190	related	𐤉𐤈𐤁	𐤈𐤁𐤍𐤅	𐤄𐤈𐤁𐤍𐤅	
H2891	related	𐤈𐤄𐤓	𐤄𐤈𐤄𐤓𐤅	𐤄𐤈𐤄𐤓𐤅	
H2891	related	𐤈𐤄𐤓	𐤄𐤈𐤄𐤓𐤅	𐤄𐤈𐤄𐤓𐤅	
H2891	related	𐤈𐤄𐤓	𐤄𐤈𐤄𐤓𐤅	𐤄𐤈𐤄𐤓𐤅	
H2891	related	𐤈𐤄𐤓	𐤄𐤈𐤄𐤓𐤍𐤅	𐤄𐤈𐤄𐤓𐤍𐤅	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤅	𐤄𐤈𐤅	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤅	𐤄𐤈𐤅	
H2902	prefix-retained	𐤈𐤅𐤇	𐤄𐤈𐤅𐤇	𐤄𐤈𐤅𐤇	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤅𐤕	𐤄𐤈𐤅𐤕	
H2902	related	𐤈𐤅𐤇	𐤄𐤈𐤇	𐤄𐤈𐤇	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤉	𐤄𐤈𐤉	
H5197	related	𐤍𐤈𐤐	𐤈𐤉𐤐𐤅	𐤄𐤈𐤉𐤐𐤅	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤉𐤕𐤉	𐤄𐤈𐤉𐤕𐤉	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤉𐤕𐤌	𐤄𐤈𐤉𐤕𐤌	
H2930	related	𐤈𐤌𐤀	𐤄𐤈𐤌𐤀𐤄	𐤄𐤈𐤌𐤀𐤄	
H2934	prefix-retained	𐤈𐤌𐤍	𐤄𐤈𐤌𐤍	𐤄𐤈𐤌𐤍	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤕	𐤄𐤈𐤕	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤕	𐤄𐤈𐤕	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤕	𐤄𐤈𐤕	
H2895	related	𐤈𐤅𐤁	𐤉𐤈𐤉𐤁	𐤄𐤉𐤈𐤉𐤁	
H4171	related	𐤌𐤅𐤓	𐤉𐤌𐤉𐤓	𐤄𐤉𐤌𐤉𐤓	
