ref	english_word	web_strongs	web_translit	oshb_strongs_in_that_verse
9:24:16	voice	H6963	Qawal	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	son	H1121	Ban	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	David	H1732	Dawad	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	Saul	H7586	Shaawal	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	lifted	H5375	Nashaa	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	voice	H6963	Qawal	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	wept	H1058	Bakah	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:17	righteous	H6662	Tzadayaq	H9000 H1961 H9004 H3615 H1732 H9005 H1696 H853 H9009 H1697 H428 H413 H7586 H559 H6963 H2088 H1121 H5375 H1058
9:24:17	done	H1580	Gamal	H9000 H1961 H9004 H3615 H1732 H9005 H1696 H853 H9009 H1697 H428 H413 H7586 H559 H6963 H2088 H1121 H5375 H1058
9:24:17	good	H2896	Tawab	H9000 H1961 H9004 H3615 H1732 H9005 H1696 H853 H9009 H1697 H428 H413 H7586 H559 H6963 H2088 H1121 H5375 H1058
9:24:17	done	H1580	Gamal	H9000 H1961 H9004 H3615 H1732 H9005 H1696 H853 H9009 H1697 H428 H413 H7586 H559 H6963 H2088 H1121 H5375 H1058
9:24:17	evil	H7451	Rai	H9000 H1961 H9004 H3615 H1732 H9005 H1696 H853 H9009 H1697 H428 H413 H7586 H559 H6963 H2088 H1121 H5375 H1058
9:24:18	declared	H5046	Nagad	H9000 H559 H413 H1732 H6662 H859 H4480 H3588 H1580 H9009 H2896 H589 H7451
9:24:18	day	H3117	Yawam	H9000 H559 H413 H1732 H6662 H859 H4480 H3588 H1580 H9009 H2896 H589 H7451
9:24:18	have	H6213	Ishah	H9000 H559 H413 H1732 H6662 H859 H4480 H3588 H1580 H9009 H2896 H589 H7451
9:24:18	Yahweh	H3068	Yahawah	H9000 H559 H413 H1732 H6662 H859 H4480 H3588 H1580 H9009 H2896 H589 H7451
9:24:18	delivered	H5462	Sagar	H9000 H559 H413 H1732 H6662 H859 H4480 H3588 H1580 H9009 H2896 H589 H7451
9:24:18	hand	H3027	Yad	H9000 H559 H413 H1732 H6662 H859 H4480 H3588 H1580 H9009 H2896 H589 H7451
9:24:18	kill	H2026	Harag	H9000 H559 H413 H1732 H6662 H859 H4480 H3588 H1580 H9009 H2896 H589 H7451
9:24:19	man	H376	Ayash	H9000 H859 H5046 H9009 H3117 H853 H834 H6213 H854 H2896 H5462 H3068 H9003 H3027 H3808 H2026
9:24:19	finds	H4672	Matzaa	H9000 H859 H5046 H9009 H3117 H853 H834 H6213 H854 H2896 H5462 H3068 H9003 H3027 H3808 H2026
9:24:19	enemy	H341	Ayab	H9000 H859 H5046 H9009 H3117 H853 H834 H6213 H854 H2896 H5462 H3068 H9003 H3027 H3808 H2026
9:24:19	let	H7971	Shalach	H9000 H859 H5046 H9009 H3117 H853 H834 H6213 H854 H2896 H5462 H3068 H9003 H3027 H3808 H2026
9:24:19	away	H1870	Darak	H9000 H859 H5046 H9009 H3117 H853 H834 H6213 H854 H2896 H5462 H3068 H9003 H3027 H3808 H2026
9:24:19	reward	H7999	Shalam	H9000 H859 H5046 H9009 H3117 H853 H834 H6213 H854 H2896 H5462 H3068 H9003 H3027 H3808 H2026
9:24:20	know	H3045	Yadai	H9000 H3588 H4672 H376 H853 H341 H7971 H9003 H1870 H2896 H3068 H7999 H8478 H9009 H3117 H2088 H834 H6213 H9005
9:24:20	surely	H4427	Malak	H9000 H3588 H4672 H376 H853 H341 H7971 H9003 H1870 H2896 H3068 H7999 H8478 H9009 H3117 H2088 H834 H6213 H9005
9:24:20	king	H4427	Malak	H9000 H3588 H4672 H376 H853 H341 H7971 H9003 H1870 H2896 H3068 H7999 H8478 H9009 H3117 H2088 H834 H6213 H9005
9:24:20	kingdom	H4467	Mamalakah	H9000 H3588 H4672 H376 H853 H341 H7971 H9003 H1870 H2896 H3068 H7999 H8478 H9009 H3117 H2088 H834 H6213 H9005
9:24:20	Israel	H3478	Yasharaal	H9000 H3588 H4672 H376 H853 H341 H7971 H9003 H1870 H2896 H3068 H7999 H8478 H9009 H3117 H2088 H834 H6213 H9005
9:24:20	established	H6965	Qawam	H9000 H3588 H4672 H376 H853 H341 H7971 H9003 H1870 H2896 H3068 H7999 H8478 H9009 H3117 H2088 H834 H6213 H9005
9:24:20	hand	H3027	Yad	H9000 H3588 H4672 H376 H853 H341 H7971 H9003 H1870 H2896 H3068 H7999 H8478 H9009 H3117 H2088 H834 H6213 H9005
9:24:21	Swear	H7650	Shabai	H9000 H6258 H2009 H3045 H3588 H4427 H6965 H9003 H3027 H4467 H3478
9:24:21	Yahweh	H3068	Yahawah	H9000 H6258 H2009 H3045 H3588 H4427 H6965 H9003 H3027 H4467 H3478
9:24:21	cut	H3772	Karath	H9000 H6258 H2009 H3045 H3588 H4427 H6965 H9003 H3027 H4467 H3478
9:24:21	seed	H2233	Zarai	H9000 H6258 H2009 H3045 H3588 H4427 H6965 H9003 H3027 H4467 H3478
9:24:21	after	H310	Achar	H9000 H6258 H2009 H3045 H3588 H4427 H6965 H9003 H3027 H4467 H3478
9:24:21	destroy	H8045	Shamad	H9000 H6258 H2009 H3045 H3588 H4427 H6965 H9003 H3027 H4467 H3478
9:24:21	name	H8034	Sham	H9000 H6258 H2009 H3045 H3588 H4427 H6965 H9003 H3027 H4467 H3478
9:24:21	father's	H1	Ab	H9000 H6258 H2009 H3045 H3588 H4427 H6965 H9003 H3027 H4467 H3478
9:24:21	house	H1004	Bayath	H9000 H6258 H2009 H3045 H3588 H4427 H6965 H9003 H3027 H4467 H3478
9:24:22	David	H1732	Dawad	H9000 H6258 H7650 H9005 H9003 H3068 H518 H3772 H853 H2233 H310 H8045 H8034 H9006 H1004 H1
9:24:22	Saul	H7586	Shaawal	H9000 H6258 H7650 H9005 H9003 H3068 H518 H3772 H853 H2233 H310 H8045 H8034 H9006 H1004 H1
9:24:22	Saul	H7586	Shaawal	H9000 H6258 H7650 H9005 H9003 H3068 H518 H3772 H853 H2233 H310 H8045 H8034 H9006 H1004 H1
9:24:22	went	H3212	Yalak	H9000 H6258 H7650 H9005 H9003 H3068 H518 H3772 H853 H2233 H310 H8045 H8034 H9006 H1004 H1
9:24:22	David	H1732	Dawad	H9000 H6258 H7650 H9005 H9003 H3068 H518 H3772 H853 H2233 H310 H8045 H8034 H9006 H1004 H1
9:24:22	men	H582	Anawash	H9000 H6258 H7650 H9005 H9003 H3068 H518 H3772 H853 H2233 H310 H8045 H8034 H9006 H1004 H1
9:24:22	went	H5927	Ilah	H9000 H6258 H7650 H9005 H9003 H3068 H518 H3772 H853 H2233 H310 H8045 H8034 H9006 H1004 H1
9:25:3	house	H3614	Kalabaw	H9000 H8034 H9009 H376 H5037 H802 H26 H2896 H7922 H3303 H8389 H7186 H7451 H4611 H1931 H9004 H3820
9:25:11	men	H582	Anawash	H9000 H3947 H853 H3899 H4325 H2878 H834 H2873 H9005 H1494 H5414 H376 H3808 H3045 H335 H9006 H2088 H1992
9:25:13	men	H582	Anawash	H9000 H559 H1732 H9005 H376 H2296 H853 H2719 H1571 H5927 H310 H9004 H702 H3967 H3427 H5921 H9009 H3627
9:25:13	man	H582	Anawash	H9000 H559 H1732 H9005 H376 H2296 H853 H2719 H1571 H5927 H310 H9004 H702 H3967 H3427 H5921 H9009 H3627
9:25:15	men	H582	Anawash	H9000 H9009 H376 H2896 H9005 H3966 H3808 H3637 H6485 H3972 H3605 H3117 H1980 H854 H9003 H1961 H7704
9:25:20	men	H582	Anawash	H9000 H1961 H1931 H7392 H5921 H9009 H2543 H3381 H9003 H5643 H2022 H2009 H1732 H376 H9005 H7122 H6298 H853
9:25:22	light	H216	Awar	H3541 H6213 H430 H9005 H341 H1732 H9000 H3254 H518 H7604 H9006 H3605 H834 H5704 H9009 H1242 H8366 H9003 H7023
9:25:32	meet	H7125	Qaraah	H9000 H559 H1732 H9005 H26 H1288 H3068 H430 H3478 H834 H7971 H9009 H3117 H2088 H7122
9:25:34	meet	H7125	Qaraah	H9000 H199 H2416 H3068 H430 H3478 H834 H4513 H9006 H7489 H853 H3588 H3884 H4116 H935 H9005 H7122 H518 H3498 H5037 H5704 H216 H9009 H1242 H8366 H9003 H7023
9:26:12	asleep	H3463	Yashan	H9000 H3947 H1732 H853 H9009 H2595 H6835 H4325 H7226 H7586 H3212 H9005 H369 H7200 H3045 H6974 H3588 H3605 H3462 H8639 H3068 H5307 H5921
9:27:3	men	H582	Anawash	H9000 H3427 H1732 H5973 H397 H9003 H1661 H1931 H376 H1004 H8147 H802 H293 H9009 H3159 H26 H5037 H3762
9:27:3	man	H582	Anawash	H9000 H3427 H1732 H5973 H397 H9003 H1661 H1931 H376 H1004 H8147 H802 H293 H9009 H3159 H26 H5037 H3762
9:27:8	men	H582	Anawash	H9000 H5927 H1732 H376 H6584 H413 H9009 H1651 H1511 H6003 H3588 H2007 H3427 H776 H834 H9006 H5769 H935 H7793 H5704 H4714
9:28:1	men	H582	Anawash	H9000 H1961 H9003 H3117 H9009 H1992 H6908 H6430 H853 H4264 H9005 H6635 H3898 H3478 H559 H397 H413 H1732 H3045 H3588 H854 H3318 H859 H376
9:28:8	men	H582	Anawash	H9000 H2664 H7586 H3847 H899 H312 H3212 H1931 H8147 H376 H5973 H935 H413 H9009 H802 H3915 H559 H7080 H9005 H9003 H178 H5927 H853 H834
9:29:2	men	H582	Anawash	H9000 H5633 H6430 H5674 H9005 H3967 H505 H1732 H376 H9003 H314 H5973 H397
9:29:4	men	H582	Anawash	H9000 H7107 H5921 H8269 H6430 H559 H9005 H7725 H853 H9009 H376 H413 H4725 H834 H6485 H8033 H3808 H3381 H5973 H9003 H4421 H1961 H7854 H4100 H7521 H2088 H113 H7218 H1992
9:29:11	men	H582	Anawash	H9000 H7925 H1732 H1931 H376 H9005 H3212 H9003 H1242 H7725 H413 H776 H6430 H5927 H3157
9:30:1	men	H582	Anawash	H9000 H1961 H9003 H935 H1732 H376 H6860 H3117 H9009 H7992 H6003 H6584 H413 H5045 H5221 H853 H8313 H784
9:30:3	men	H582	Anawash	H9000 H935 H1732 H376 H413 H9009 H5892 H2009 H8313 H9003 H784 H802 H1121 H1323 H7617
9:30:6	grieved	H4843	Marar	H9000 H3334 H9005 H1732 H3966 H3588 H559 H9009 H5971 H5619 H4784 H5315 H3605 H376 H5921 H1121 H1323 H2388 H9003 H3068 H430
9:30:21	men	H582	Anawash	H9000 H935 H1732 H413 H3967 H9009 H376 H834 H6296 H9006 H3212 H310 H3427 H9003 H5158 H1308 H3318 H9005 H7122 H5971 H854 H5066 H853 H7592 H7965
9:30:21	meet	H7125	Qaraah	H9000 H935 H1732 H413 H3967 H9009 H376 H834 H6296 H9006 H3212 H310 H3427 H9003 H5158 H1308 H3318 H9005 H7122 H5971 H854 H5066 H853 H7592 H7965
9:30:21	meet	H7125	Qaraah	H9000 H935 H1732 H413 H3967 H9009 H376 H834 H6296 H9006 H3212 H310 H3427 H9003 H5158 H1308 H3318 H9005 H7122 H5971 H854 H5066 H853 H7592 H7965
9:30:22	those	H582	Anawash	H9000 H6030 H3605 H376 H7451 H1100 H9006 H9009 H834 H1980 H5973 H1732 H559 H3282 H3808 H5414 H9005 H7998 H5337 H3588 H518 H853 H802 H1121 H5090 H3212
9:30:27	South	H5045	Nagab	H9005 H834 H9003 H1008 H9000 H7418 H3492
9:30:31	men	H582	Anawash	H9000 H9005 H834 H9003 H2275 H3605 H9009 H4725 H1980 H8033 H1732 H1931 H376
9:31:1	men	H582	Anawash	H9000 H6430 H3898 H9003 H3478 H5127 H376 H9006 H6440 H5307 H2491 H2022 H9009 H1533
9:31:6	men	H582	Anawash	H9000 H4191 H7586 H7969 H1121 H5375 H3627 H1571 H3605 H376 H9003 H3117 H9009 H1931 H3162
9:31:7	men	H582	Anawash	H9000 H7200 H376 H3478 H834 H9003 H5676 H9009 H6010 H3383 H3588 H5127 H4191 H7586 H1121 H5800 H853 H5892 H935 H6430 H3427
9:31:7	men	H582	Anawash	H9000 H7200 H376 H3478 H834 H9003 H5676 H9009 H6010 H3383 H3588 H5127 H4191 H7586 H1121 H5800 H853 H5892 H935 H6430 H3427
10:1:11	men	H582	Anawash	H9000 H2388 H1732 H9003 H899 H7167 H1571 H3605 H9009 H376 H834 H854
10:2:3	men	H582	Anawash	H9000 H376 H834 H5973 H5927 H1732 H1004 H3427 H9003 H5892 H2275
10:2:4	men	H582	Anawash	H9000 H935 H376 H3063 H4886 H8033 H853 H1732 H9005 H4428 H5921 H1004 H5046 H559 H3003 H1568 H834 H6912 H7586
10:2:4	men	H582	Anawash	H9000 H935 H376 H3063 H4886 H8033 H853 H1732 H9005 H4428 H5921 H1004 H5046 H559 H3003 H1568 H834 H6912 H7586
10:2:5	men	H582	Anawash	H9000 H7971 H1732 H4397 H413 H376 H3003 H1568 H559 H1288 H859 H9005 H3068 H834 H6213 H9009 H2617 H2088 H5973 H113 H7586 H6912 H853
10:2:17	men	H582	Anawash	H9000 H1961 H9009 H4421 H7186 H5704 H3966 H9003 H3117 H1931 H5062 H74 H376 H3478 H9005 H6440 H5650 H1732
10:2:29	men	H582	Anawash	H9000 H74 H376 H1980 H9003 H6160 H3605 H9009 H3915 H1931 H5674 H853 H3383 H3212 H1338 H935 H4266
10:2:31	men	H582	Anawash	H9000 H5650 H1732 H5221 H9006 H1144 H9003 H376 H74 H7969 H3967 H8346 H4191
10:2:32	men	H582	Anawash	H9000 H5375 H853 H6214 H6912 H9003 H6913 H1 H834 H1035 H3212 H3605 H9009 H3915 H3097 H376 H215 H9005 H2275
10:3:20	men	H582	Anawash	H9000 H935 H74 H413 H1732 H2275 H854 H6242 H376 H6213 H9005 H834 H4960
10:3:20	men	H582	Anawash	H9000 H935 H74 H413 H1732 H2275 H854 H6242 H376 H6213 H9005 H834 H4960
10:3:39	men	H582	Anawash	H9000 H595 H9009 H3117 H7390 H4886 H4428 H376 H428 H1121 H6870 H7186 H4480 H7999 H3068 H9005 H6213 H7451 H9004
10:4:2	men	H582	Anawash	H9000 H8147 H376 H8269 H1416 H1961 H1121 H7586 H8034 H9009 H259 H1196 H8145 H7394 H7417 H886 H9006 H1144 H3588 H1571 H881 H2803 H5921
10:4:11	men	H582	Anawash	H637 H3588 H376 H7563 H2026 H853 H6662 H9003 H1004 H5921 H4904 H9000 H6258 H3808 H1245 H1818 H9006 H3027 H1197 H4480 H9009 H776
10:5:6	men	H582	Anawash	H9000 H3212 H9009 H4428 H376 H3389 H413 H2983 H3427 H776 H559 H9005 H1732 H3808 H935 H2008 H3588 H518 H5493 H5787 H6452
10:5:6	lame	H6455	Pasach	H9000 H3212 H9009 H4428 H376 H3389 H413 H2983 H3427 H776 H559 H9005 H1732 H3808 H935 H2008 H3588 H518 H5493 H5787 H6452
10:5:21	men	H582	Anawash	H9000 H5800 H8033 H853 H6091 H5375 H1732 H376
10:6:3	hill	H1390	Gabaih	H9000 H7392 H853 H727 H9009 H430 H413 H5699 H2319 H5375 H9006 H1004 H41 H834 H9003 H1389 H5798 H283 H1121 H5090
10:6:4	hill	H1390	Gabaih	H9000 H5375 H9006 H1004 H41 H834 H9003 H1389 H5973 H727 H9009 H430 H283 H1980 H9005 H6440
10:6:23	child	H2056	Walad	H9000 H9005 H4324 H1323 H7586 H3808 H1961 H3206 H5704 H3117 H4194
10:7:14	men	H582	Anawash	H589 H1961 H9005 H1 H9000 H1931 H1121 H834 H9003 H5753 H3198 H7626 H376 H5061 H120
10:7:22	Yahweh	H3068	Yahawah	H5921 H3651 H1431 H136 H3069 H3588 H369 H3644 H9000 H430 H2108 H9003 H3605 H834 H8085 H241
10:8:3	at	H6578	Parath	H9000 H5221 H1732 H853 H1909 H1121 H7340 H4428 H6678 H9003 H3212 H9005 H7725 H3027 H5104
10:8:9	army	H2428	Chayal	H9000 H8085 H8583 H4428 H2574 H3588 H5221 H1732 H853 H3605 H2426 H1909
10:10:5	men	H582	Anawash	H9000 H5046 H9005 H1732 H7971 H7125 H3588 H1961 H9009 H376 H3637 H3966 H559 H4428 H3427 H9003 H3405 H5704 H6779 H2206 H7725
10:10:11	help	H3444	Yashawaih	H9000 H559 H518 H2388 H758 H4480 H1961 H9005 H3467 H1121 H5983 H1980
10:11:16	men	H582	Anawash	H9000 H1961 H9003 H8104 H3097 H413 H9009 H5892 H5414 H853 H223 H4725 H834 H3045 H3588 H376 H2428 H8033
10:11:17	men	H582	Anawash	H9000 H3318 H376 H9009 H5892 H3898 H854 H3097 H5307 H4480 H5971 H9006 H5650 H1732 H4191 H1571 H223 H2850
10:11:23	men	H582	Anawash	H9000 H559 H9009 H4397 H413 H1732 H3588 H1396 H5921 H376 H3318 H7704 H1961 H5704 H6607 H8179
10:12:1	men	H582	Anawash	H9000 H7971 H3068 H853 H5416 H413 H1732 H935 H559 H9005 H8147 H376 H1961 H9003 H5892 H259 H6223 H7326
10:13:20	desolate	H8074	Shamam	H9000 H559 H413 H53 H251 H550 H1961 H5973 H6258 H269 H2790 H1931 H408 H7896 H853 H3820 H9005 H1697 H9009 H2088 H3427 H8559 H8076 H1004
10:15:6	men	H582	Anawash	H9000 H6213 H53 H9004 H1697 H9009 H2088 H9005 H3605 H3478 H834 H935 H4941 H413 H4428 H1589 H853 H3820 H376
10:15:22	men	H582	Anawash	H9000 H559 H1732 H413 H863 H3212 H5674 H9009 H1663 H3605 H376 H2945 H834 H854
10:16:1	met	H7125	Qaraah	H9000 H1732 H5674 H4592 H9006 H9009 H7218 H2009 H6717 H5288 H4648 H9005 H7122 H6776 H2543 H2280 H5921 H3967 H3899 H6778 H7019 H5035 H3196
10:16:13	men	H582	Anawash	H9000 H3212 H1732 H376 H9003 H1870 H8096 H1980 H6763 H9009 H2022 H9005 H5980 H7043 H5619 H68 H6080 H6083
10:16:23	man	H376	Ayash	H9000 H6098 H302 H834 H3289 H9003 H3117 H9009 H1992 H9004 H7592 H1697 H430 H3651 H3605 H1571 H9005 H1732 H53
10:17:8	men	H582	Anawash	H9000 H559 H2365 H859 H3045 H853 H1 H376 H3588 H1368 H1992 H4751 H5315 H9004 H1677 H7909 H9003 H7704 H4421 H3808 H3885 H854 H9009 H5971
10:17:12	light	H5168	Nachanaw	H9000 H935 H413 H9003 H259 H9009 H4725 H834 H4672 H8033 H5117 H5921 H9004 H5307 H2919 H127 H3808 H3498 H3605 H376 H854 H1571
10:17:12	men	H582	Anawash	H9000 H935 H413 H9003 H259 H9009 H4725 H834 H4672 H8033 H5117 H5921 H9004 H5307 H2919 H127 H3808 H3498 H3605 H376 H854 H1571
10:17:28	brought	H5066	Nagash	H4904 H9000 H5592 H3627 H3335 H2406 H8184 H7058 H7039 H6321 H5742
10:18:4	went	H3318	Yatzaa	H9000 H559 H413 H9009 H4428 H834 H3190 H9003 H5869 H6213 H5975 H3027 H8179 H3605 H5971 H3381 H9005 H3967 H505
10:18:28	men	H582	Anawash	H9000 H7121 H290 H559 H413 H9009 H4428 H7965 H7812 H9005 H639 H776 H1288 H3068 H430 H834 H5462 H853 H376 H5375 H3027 H9003 H113
10:19:1	told	H5046	Nagad	H9000 H7264 H9009 H4428 H5927 H5921 H5944 H8179 H1058 H3541 H559 H9003 H3212 H1121 H53 H4310 H5414 H4191 H589 H8478
10:19:1	Joab	H3097	Yawaab	H9000 H7264 H9009 H4428 H5927 H5921 H5944 H8179 H1058 H3541 H559 H9003 H3212 H1121 H53 H4310 H5414 H4191 H589 H8478
10:19:1	mourns	H56	Abal	H9000 H7264 H9009 H4428 H5927 H5921 H5944 H8179 H1058 H3541 H559 H9003 H3212 H1121 H53 H4310 H5414 H4191 H589 H8478
10:19:2	victory	H8668	Thashawaih	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:2	day	H3117	Yawam	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:2	mourning	H60	Abal	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:2	people	H5971	Im	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:2	people	H5971	Im	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:2	heard	H8085	Shamai	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:2	said	H559	Amar	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:2	day	H3117	Yawam	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:2	grieves	H6087	Itzab	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:2	son	H1121	Ban	H9000 H5046 H9005 H3097 H2009 H9009 H4428 H1058 H56 H5921 H53
10:19:3	city	H5892	Iyar	H9000 H1961 H9009 H8668 H9003 H3117 H1931 H9005 H60 H3605 H5971 H3588 H8085 H559 H6087 H4428 H5921 H1121
10:19:3	ashamed	H3637	Kalam	H9000 H1961 H9009 H8668 H9003 H3117 H1931 H9005 H60 H3605 H5971 H3588 H8085 H559 H6087 H4428 H5921 H1121
10:19:3	steal	H1589	Ganab	H9000 H1961 H9009 H8668 H9003 H3117 H1931 H9005 H60 H3605 H5971 H3588 H8085 H559 H6087 H4428 H5921 H1121
10:19:3	flee	H5127	Nawas	H9000 H1961 H9009 H8668 H9003 H3117 H1931 H9005 H60 H3605 H5971 H3588 H8085 H559 H6087 H4428 H5921 H1121
10:19:3	battle	H4421	Malachamah	H9000 H1961 H9009 H8668 H9003 H3117 H1931 H9005 H60 H3605 H5971 H3588 H8085 H559 H6087 H4428 H5921 H1121
10:19:4	king	H4428	Malak	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	covered	H3813	Laat	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	face	H6440	Panayam	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	king	H4428	Malak	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	cried	H2199	Zaiq	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	loud	H1419	Gadawal	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	voice	H6963	Qawal	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	son	H1121	Ban	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	Absalom	H53	Abayashalawam	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	Absalom	H53	Abayashalawam	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	son	H1121	Ban	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:4	son	H1121	Ban	H9000 H1589 H9009 H5971 H9003 H3117 H1931 H9005 H935 H5892 H9004 H834 H3637 H5127 H4421
10:19:5	Joab	H3097	Yawaab	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	came	H935	Bawaa	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	house	H1004	Bayath	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	said	H559	Amar	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	shamed	H3001	Yabash	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	day	H3117	Yawam	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	servants	H5650	Ibad	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	day	H3117	Yawam	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	saved	H4422	Malat	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	life	H5315	Napash	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	daughters	H1323	Bath	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:5	concubines	H6370	Payalagash	H9000 H9009 H4428 H3813 H853 H6440 H2199 H6963 H1419 H1121 H53
10:19:6	love	H157	Ahab	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	hate	H8130	Shanaa	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	hate	H8130	Shanaa	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	love	H157	Ahab	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	declared	H5046	Nagad	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	princes	H8269	Shar	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	perceive	H3045	Yadai	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	Absalom	H53	Abayashalawam	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	lived	H2416	Chay	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	all	H4191	Mawath	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:6	pleased	H3477	Yashar	H9000 H935 H3097 H413 H9009 H4428 H1004 H559 H3001 H3117 H853 H6440 H3605 H5650 H4422 H5315 H1121 H1323 H802 H6370
10:19:7	arise	H6965	Qawam	H9005 H157 H853 H8130 H9000 H3588 H5046 H9009 H3117 H369 H8269 H5650 H3045 H3863 H53 H2416 H3605 H4191 H227 H3477 H9003 H5869
