SN-vs-root consistency audit
========================================================================
Database:      /home/claude/paleo-studio/surface-index.db
Strongs-roots: server/lexicon/strongs-roots.json

Totals
------
Rows scanned:                              23,737
Rows where tagged SN's root letters are
  NOT all present in the surface form:     5,753
Of those, with a plausible alternative:    5,701
  - found in all_strongs (co-attested):    445
  - found via broad search only:           5,256

HIGH confidence (413)
------------------------------------------------------------------------
Exactly one alternative SN co-attested for this surface in the corpus.
Safest candidates for the override file.

  word_raw        tagged    tagged_root       suggested  suggested_root  pos
  𐤉𐤏𐤅𐤆        H5810     𐤏𐤆𐤆          H5756     𐤏𐤅𐤆          verb
  𐤉𐤏𐤆𐤉𐤓      H1366     𐤉𐤏𐤆𐤉𐤓      H3270     𐤉𐤏𐤆𐤉𐤓      nmpr
  𐤉𐤏𐤈𐤅        H5844     𐤏𐤈𐤄          H5842     𐤏𐤈            verb
  𐤉𐤏𐤉𐤔        H3266     𐤉𐤏𐤅𐤔        H3274     𐤉𐤏𐤉𐤔        nmpr
  𐤉𐤏𐤑𐤅        H1826     𐤃𐤌𐤌          H3289     𐤉𐤏𐤑          verb
  𐤉𐤏𐤓𐤅𐤕      H3295     𐤉𐤏𐤓𐤄        H3293     𐤉𐤏𐤓          subs
  𐤉𐤏𐤓𐤕        H3295     𐤉𐤏𐤓𐤄        H3293     𐤉𐤏𐤓          subs
  𐤉𐤏𐤔          H6213     𐤏𐤔𐤄          H6211     𐤏𐤔            verb
  𐤉𐤏𐤔𐤅        H6213     𐤏𐤔𐤄          H6211     𐤏𐤔            verb
  𐤉𐤏𐤔𐤅𐤍      H6213     𐤏𐤔𐤄          H6211     𐤏𐤔            verb
  𐤉𐤏𐤔𐤅𐤍𐤉    H6213     𐤏𐤔𐤄          H6211     𐤏𐤔            verb
  𐤉𐤏𐤔𐤌        H6213     𐤏𐤔𐤄          H6211     𐤏𐤔            verb
  𐤉𐤐𐤂          H6313     𐤐𐤅𐤂          H6291     𐤐𐤂            verb
  𐤉𐤐𐤂𐤔𐤊      H7971     𐤔𐤋𐤇          H6298     𐤐𐤂𐤔          verb
  𐤉𐤐𐤆𐤅        H6339     𐤐𐤆𐤆          H6337     𐤐𐤆            verb
  𐤉𐤐𐤇          H6315     𐤐𐤅𐤇          H6341     𐤐𐤇            verb
  𐤉𐤐𐤈𐤉𐤓𐤅    H5337     𐤐𐤈𐤉𐤓        H6359     𐤐𐤈𐤉𐤓        verb
  𐤉𐤐𐤉𐤇        H6315     𐤐𐤅𐤇          H6368     𐤐𐤉𐤇          verb
  𐤉𐤐𐤉𐤒        H6329     𐤐𐤅𐤒          H6375     𐤐𐤉𐤒          verb
  𐤉𐤐𐤉𐤕        H6967     𐤒𐤅𐤌𐤄        H3308     𐤉𐤐𐤉          verb
  𐤉𐤐𐤏𐤕𐤊      H3314     𐤉𐤐𐤏𐤄        H3313     𐤉𐤐𐤏          subs
  𐤉𐤐𐤑𐤑        H6327     𐤐𐤅𐤑          H6483     𐤐𐤑𐤑          verb
  𐤉𐤐𐤓          H3605     𐤊𐤋            H6499     𐤐𐤓            verb
  𐤉𐤐𐤓𐤅        H6565     𐤐𐤓𐤓          H6499     𐤐𐤓            verb
  𐤉𐤐𐤓𐤊        H6509     𐤐𐤓𐤄          H6499     𐤐𐤓            verb
  𐤉𐤑𐤁          H5324     𐤍𐤑𐤁          H6632     𐤑𐤁            verb
  𐤉𐤑𐤁𐤅        H5324     𐤍𐤑𐤁          H6632     𐤑𐤁            verb
  𐤉𐤑𐤅          H6680     𐤑𐤅𐤄          H6673     𐤑𐤅            verb
  𐤉𐤑𐤅𐤅        H6680     𐤑𐤅𐤄          H6673     𐤑𐤅            verb
  𐤉𐤑𐤅𐤊        H6680     𐤑𐤅𐤄          H6673     𐤑𐤅            verb
  𐤉𐤑𐤅𐤍𐤅      H6680     𐤑𐤅𐤄          H6673     𐤑𐤅            verb
  𐤉𐤑𐤋          H5337     𐤍𐤑𐤋          H6738     𐤑𐤋            verb
  𐤉𐤑𐤋𐤄𐤅      H5337     𐤍𐤑𐤋          H6738     𐤑𐤋            verb
  𐤉𐤑𐤋𐤌        H5337     𐤍𐤑𐤋          H6738     𐤑𐤋            verb
  𐤉𐤑𐤐𐤉𐤍𐤅    H205      𐤑𐤐𐤉𐤍        H6840     𐤑𐤐𐤉𐤍        verb
  𐤉𐤑𐤒𐤅𐤕      H3333     𐤉𐤑𐤒𐤄        H3332     𐤉𐤑𐤒          verb
  𐤉𐤑𐤒𐤕𐤅      H3333     𐤉𐤑𐤒𐤄        H3332     𐤉𐤑𐤒          subs
  𐤉𐤒𐤁𐤄𐤅      H5344     𐤍𐤒𐤁          H6894     𐤒𐤁            verb
  𐤉𐤒𐤄𐤕        H3349     𐤉𐤒𐤄𐤄        H3348     𐤉𐤒𐤄          subs
  𐤉𐤒𐤅          H6960     𐤒𐤅𐤄          H6957     𐤒𐤅            verb
  𐤉𐤒𐤅𐤅        H6960     𐤒𐤅𐤄          H6957     𐤒𐤅            verb
  𐤉𐤒𐤍          H7069     𐤒𐤍𐤄          H7064     𐤒𐤍            verb
  𐤉𐤒𐤍𐤅        H7069     𐤒𐤍𐤄          H7064     𐤒𐤍            verb
  𐤉𐤒𐤍𐤍        H6969     𐤒𐤅𐤍          H7077     𐤒𐤍𐤍          verb
  𐤉𐤒𐤔          H7185     𐤒𐤔𐤄          H7179     𐤒𐤔            verb
  𐤉𐤓𐤉𐤏𐤅𐤕𐤉  H3407     𐤉𐤓𐤉𐤏𐤅𐤕    H3408     𐤉𐤓𐤉𐤏𐤅𐤕    subs
  𐤉𐤓𐤊𐤉𐤊      H6194     𐤉𐤓𐤊𐤉𐤊      H3409     𐤉𐤓𐤊          subs
  𐤉𐤓𐤊𐤕𐤄      H3410     𐤉𐤓𐤊𐤕𐤄      H3409     𐤉𐤓𐤊          subs
  𐤉𐤓𐤊𐤕𐤅      H3411     𐤉𐤓𐤊𐤄        H3409     𐤉𐤓𐤊          subs
  𐤉𐤓𐤌          H7311     𐤓𐤅𐤌          H7410     𐤓𐤌            verb
  𐤉𐤓𐤌𐤅        H7426     𐤓𐤌𐤌          H7410     𐤓𐤌            verb
  𐤉𐤓𐤍𐤅        H7442     𐤓𐤍𐤍          H7438     𐤓𐤍            verb
  𐤉𐤓𐤏𐤐𐤅𐤍    H1389     𐤂𐤁𐤏𐤄        H7491     𐤓𐤏𐤐          verb
  𐤉𐤓𐤐𐤃        H5797     𐤓𐤐𐤃          H7502     𐤓𐤐𐤃          verb
  𐤉𐤓𐤑          H7323     𐤓𐤅𐤑          H7518     𐤓𐤑            verb
  𐤉𐤓𐤑𐤊        H7521     𐤓𐤑𐤄          H7518     𐤓𐤑            verb
  𐤉𐤓𐤔𐤕𐤅      H3425     𐤉𐤓𐤔𐤄        H3423     𐤉𐤓𐤔          subs
  𐤉𐤓𐤔𐤕𐤊      H3425     𐤉𐤓𐤔𐤄        H3423     𐤉𐤓𐤔          subs
  𐤉𐤓𐤔𐤕𐤊𐤌    H3425     𐤉𐤓𐤔𐤄        H3423     𐤉𐤓𐤔          subs
  𐤉𐤔𐤂𐤁𐤊      H4480     𐤔𐤂𐤁          H7682     𐤔𐤂𐤁          verb
  𐤉𐤔𐤄          H5382     𐤍𐤔𐤄          H7716     𐤔𐤄            verb
  𐤉𐤔𐤈          H7847     𐤔𐤈𐤄          H7846     𐤔𐤈            verb
  𐤉𐤔𐤉𐤂        H5381     𐤍𐤔𐤂          H7873     𐤔𐤉𐤂          verb
  𐤉𐤔𐤉𐤂𐤅      H5381     𐤍𐤔𐤂          H7873     𐤔𐤉𐤂          verb
  𐤉𐤔𐤉𐤂𐤌      H1961     𐤄𐤉𐤄          H7873     𐤔𐤉𐤂          verb
  𐤉𐤔𐤉𐤔        H7797     𐤔𐤅𐤔          H7893     𐤔𐤉𐤔          verb
  𐤉𐤔𐤋𐤉𐤅      H7951     𐤔𐤋𐤄          H7987     𐤔𐤋𐤉          verb
  𐤉𐤔𐤕𐤍𐤅      H8133     𐤔𐤍𐤀          H8366     𐤔𐤕𐤍          verb
  𐤉𐤔𐤕𐤍𐤅𐤍    H8133     𐤔𐤍𐤀          H8366     𐤔𐤕𐤍          verb
  𐤉𐤕𐤀          H857      𐤀𐤕𐤄          H8372     𐤕𐤀            verb
  𐤉𐤕𐤀𐤅        H1323     𐤁𐤕            H8377     𐤕𐤀𐤅          verb
  𐤉𐤕𐤀𐤅𐤅      H183      𐤀𐤅𐤄          H8377     𐤕𐤀𐤅          verb
  𐤉𐤕𐤅          H853      𐤀𐤕            H8420     𐤕𐤅            verb
  𐤉𐤕𐤅𐤁        H4437     𐤌𐤋𐤊𐤅        H8421     𐤕𐤅𐤁          verb
  𐤉𐤕𐤊𐤅        H5413     𐤍𐤕𐤊          H8496     𐤕𐤊            verb
  𐤉𐤕𐤋𐤅        H8518     𐤕𐤋𐤄          H8510     𐤕𐤋            verb
  𐤉𐤕𐤋𐤌        H8518     𐤕𐤋𐤄          H8510     𐤕𐤋            verb
  𐤉𐤕𐤍          H5414     𐤍𐤕𐤍          H8565     𐤕𐤍            verb
  𐤉𐤕𐤍𐤄        H5414     𐤍𐤕𐤍          H8565     𐤕𐤍            verb
  𐤉𐤕𐤍𐤄𐤅      H5414     𐤍𐤕𐤍          H8565     𐤕𐤍            verb
  𐤉𐤕𐤍𐤅        H5414     𐤍𐤕𐤍          H8565     𐤕𐤍            verb
  𐤉𐤕𐤍𐤅𐤄𐤅    H5414     𐤍𐤕𐤍          H8565     𐤕𐤍            verb
  𐤉𐤕𐤍𐤅𐤌      H5414     𐤍𐤕𐤍          H8565     𐤕𐤍            verb
  𐤉𐤕𐤍𐤊        H5414     𐤍𐤕𐤍          H8565     𐤕𐤍            verb
  𐤉𐤕𐤍𐤌        H5414     𐤍𐤕𐤍          H8565     𐤕𐤍            verb
  𐤊𐤉𐤃𐤅𐤃𐤉    H8478     𐤊𐤉𐤃𐤅𐤃      H3590     𐤊𐤉𐤃𐤅𐤃      subs
  𐤊𐤉𐤓          H3595     𐤊𐤉𐤅𐤓        H3600     𐤊𐤉𐤓          subs
  𐤊𐤋𐤉𐤅𐤕      H3629     𐤊𐤋𐤉𐤄        H3627     𐤊𐤋𐤉          subs
  𐤊𐤋𐤉𐤕𐤉      H3615     𐤊𐤋𐤄          H3627     𐤊𐤋𐤉          verb
  𐤊𐤋𐤉𐤕𐤉𐤊    H3615     𐤊𐤋𐤄          H3627     𐤊𐤋𐤉          verb
  𐤊𐤋𐤉𐤕𐤉𐤌    H3615     𐤊𐤋𐤄          H3627     𐤊𐤋𐤉          verb
  𐤊𐤋𐤉𐤕𐤌      H3615     𐤊𐤋𐤄          H3627     𐤊𐤋𐤉          verb
  𐤊𐤋𐤊𐤋        H3557     𐤊𐤋𐤊𐤋        H3633     𐤊𐤋𐤊𐤋        verb
  𐤊𐤋𐤊𐤋𐤊      H3557     𐤊𐤋𐤊𐤋        H3633     𐤊𐤋𐤊𐤋        verb
  𐤊𐤋𐤊𐤋𐤌      H3557     𐤊𐤋𐤊𐤋        H3633     𐤊𐤋𐤊𐤋        verb
  𐤊𐤋𐤊𐤋𐤕𐤉    H2416     𐤊𐤋𐤊𐤋        H3633     𐤊𐤋𐤊𐤋        verb
  𐤊𐤋𐤊𐤋𐤕𐤌    H3557     𐤊𐤋𐤊𐤋        H3633     𐤊𐤋𐤊𐤋        verb
  𐤊𐤋𐤌𐤕        H3639     𐤊𐤋𐤌𐤄        H3637     𐤊𐤋𐤌          subs
  𐤊𐤋𐤌𐤕𐤉      H3639     𐤊𐤋𐤌𐤄        H3637     𐤊𐤋𐤌          subs
  𐤊𐤋𐤌𐤕𐤊      H3639     𐤊𐤋𐤌𐤕𐤊      H3637     𐤊𐤋𐤌          subs
  𐤊𐤋𐤌𐤕𐤌      H3639     𐤊𐤋𐤌𐤄        H3637     𐤊𐤋𐤌          subs
  𐤊𐤋𐤌𐤕𐤍𐤅    H3639     𐤊𐤋𐤌𐤄        H3637     𐤊𐤋𐤌          subs
  𐤊𐤌𐤄          H5797     𐤊𐤌𐤄          H3642     𐤊𐤌𐤄          verb
  𐤊𐤌𐤄𐤌        H5869     𐤊𐤌𐤄𐤌        H3643     𐤊𐤌𐤄𐤌        nmpr
  𐤊𐤍𐤍𐤕𐤉      H3559     𐤊𐤅𐤍          H3661     𐤊𐤍𐤍          verb
  𐤊𐤍𐤏𐤕𐤊      H3666     𐤊𐤍𐤏𐤕𐤊      H3665     𐤊𐤍𐤏          subs
  𐤊𐤎𐤅          H3680     𐤊𐤎𐤄          H3676     𐤊𐤎            verb
  𐤊𐤎𐤅𐤊        H3680     𐤊𐤎𐤅𐤊        H3676     𐤊𐤎            verb
  𐤊𐤎𐤅𐤍𐤅      H3680     𐤊𐤎𐤄          H3676     𐤊𐤎            verb
  𐤊𐤎𐤅𐤕        H3680     𐤊𐤎𐤄          H3676     𐤊𐤎            verb
  𐤊𐤎𐤌𐤉𐤌      H3698     𐤊𐤎𐤌𐤕        H3697     𐤊𐤎𐤌          subs
  𐤊𐤎𐤕          H3680     𐤊𐤎𐤄          H3704     𐤊𐤎𐤕          verb
  𐤊𐤎𐤕𐤅        H3680     𐤊𐤎𐤄          H3704     𐤊𐤎𐤕          verb
  𐤊𐤎𐤕𐤉        H3680     𐤊𐤎𐤄          H3676     𐤊𐤎            verb
  𐤊𐤐𐤐          H3820     𐤊𐤐𐤐          H3721     𐤊𐤐𐤐          verb
  𐤊𐤓𐤉𐤕𐤉      H3738     𐤊𐤓𐤄          H3746     𐤊𐤓𐤉          verb
  𐤊𐤓𐤔          H3566     𐤊𐤅𐤓𐤔        H3770     𐤊𐤓𐤔          nmpr
  𐤋𐤃𐤄          H3205     𐤉𐤋𐤃          H3850     𐤋𐤃            subs
  𐤋𐤃𐤕          H3205     𐤉𐤋𐤃          H3850     𐤋𐤃            verb
  𐤋𐤃𐤕𐤄        H3205     𐤉𐤋𐤃          H3850     𐤋𐤃            verb
  𐤋𐤄𐤁𐤅𐤕      H3852     𐤋𐤄𐤁𐤄        H3851     𐤋𐤄𐤁          subs
  𐤋𐤅𐤇𐤔        H2812     𐤇𐤔𐤁𐤍𐤄      H3873     𐤋𐤅𐤇𐤔        nmpr
  𐤋𐤌𐤃𐤅𐤌      H6440     𐤐𐤍𐤉𐤌        H3925     𐤋𐤌𐤃          verb
  𐤋𐤌𐤃𐤍𐤄      H5800     𐤏𐤆𐤁          H3925     𐤋𐤌𐤃          verb
  𐤌𐤀𐤅𐤉𐤉      H8193     𐤌𐤀𐤅𐤉        H3970     𐤌𐤀𐤅𐤉        subs
  𐤌𐤀𐤅𐤕        H3967     𐤌𐤀𐤄          H3964     𐤌𐤀            subs
  𐤌𐤀𐤓          H3974     𐤌𐤀𐤅𐤓        H3992     𐤌𐤀𐤓          subs
  𐤌𐤀𐤓𐤅𐤕      H3994     𐤌𐤀𐤓𐤄        H3992     𐤌𐤀𐤓          subs
  𐤌𐤀𐤕          H3967     𐤌𐤀𐤄          H3964     𐤌𐤀            subs
  𐤌𐤁𐤉          H935      𐤁𐤅𐤀          H994      𐤁𐤉            verb
  𐤌𐤂𐤉𐤃        H5046     𐤍𐤂𐤃          H1517     𐤂𐤉𐤃          verb
  𐤌𐤂𐤉𐤃𐤉      H5046     𐤍𐤂𐤃          H1517     𐤂𐤉𐤃          verb
  𐤌𐤂𐤋𐤕        H4039     𐤌𐤂𐤋𐤄        H4038     𐤌𐤂𐤋          subs
  𐤌𐤂𐤐𐤉𐤏𐤔    H4898     𐤌𐤔𐤉𐤆𐤁𐤀𐤋  H4047     𐤌𐤂𐤐𐤉𐤏𐤔    nmpr
  𐤌𐤃            H3588     𐤊𐤉            H4055     𐤌𐤃            verb
  𐤌𐤃𐤅𐤉        H4064     𐤌𐤃𐤅𐤄        H4063     𐤌𐤃𐤅          subs
  𐤌𐤃𐤅𐤕        H4060     𐤌𐤃𐤄          H4055     𐤌𐤃            subs
  𐤌𐤃𐤅𐤕𐤉𐤅    H4060     𐤌𐤃𐤄          H4055     𐤌𐤃            subs
  𐤌𐤃𐤕          H4060     𐤌𐤃𐤄          H4055     𐤌𐤃            subs
  𐤌𐤃𐤕𐤉        H4058     𐤌𐤃𐤃          H4055     𐤌𐤃            verb
  𐤌𐤃𐤕𐤌        H4058     𐤌𐤃𐤃          H4055     𐤌𐤃            verb
  𐤌𐤅𐤆𐤓        H3588     𐤅𐤆𐤓          H2054     𐤅𐤆𐤓          verb
  𐤌𐤅𐤒𐤃𐤄      H8667     𐤕𐤔𐤅𐤌𐤕      H4168     𐤌𐤅𐤒𐤃        subs
  𐤌𐤅𐤒𐤔𐤉      H7121     𐤌𐤅𐤒𐤔        H4170     𐤌𐤅𐤒𐤔        subs
  𐤌𐤅𐤓𐤉𐤊      H3384     𐤉𐤓𐤄          H4171     𐤌𐤅𐤓          subs
  𐤌𐤅𐤔𐤁𐤅𐤕𐤌  H623      𐤌𐤅𐤔𐤁        H4186     𐤌𐤅𐤔𐤁        subs
  𐤌𐤇𐤉𐤕        H4241     𐤌𐤇𐤉𐤄        H4239     𐤌𐤇𐤉          subs
  𐤌𐤇𐤉𐤕𐤉      H4229     𐤌𐤇𐤄          H4239     𐤌𐤇𐤉          verb
  𐤌𐤇𐤉𐤕𐤊      H4241     𐤌𐤇𐤉𐤄        H4239     𐤌𐤇𐤉          subs
  𐤌𐤇𐤊𐤉𐤌      H2442     𐤇𐤊𐤄          H2441     𐤇𐤊            verb
  𐤌𐤇𐤊𐤉𐤌𐤕    H215      𐤇𐤊𐤉𐤌        H2445     𐤇𐤊𐤉𐤌        verb
  𐤌𐤇𐤋          H2490     𐤇𐤋𐤋          H2455     𐤇𐤋            verb
  𐤌𐤇𐤋𐤐𐤅𐤕    H4253     𐤌𐤇𐤋𐤐𐤄      H4252     𐤌𐤇𐤋𐤐        subs
  𐤌𐤇𐤓𐤔𐤕      H4281     𐤌𐤇𐤓𐤔𐤄      H4282     𐤌𐤇𐤓𐤔𐤕      subs
  𐤌𐤇𐤕𐤅𐤕      H4289     𐤌𐤇𐤕𐤄        H4287     𐤌𐤇𐤕          subs
  𐤌𐤇𐤕𐤕𐤅      H4289     𐤌𐤇𐤕𐤄        H4287     𐤌𐤇𐤕          subs
  𐤌𐤈𐤁          H2895     𐤈𐤅𐤁          H2869     𐤈𐤁            verb
  𐤌𐤉𐤇𐤋        H6789     𐤑𐤌𐤕          H3176     𐤉𐤇𐤋          verb
  𐤌𐤊𐤁𐤍𐤉      H1410     𐤌𐤊𐤁𐤍𐤉      H4344     𐤌𐤊𐤁𐤍𐤉      nmpr
  𐤌𐤊𐤉𐤓𐤉𐤌    H5234     𐤍𐤊𐤓          H3600     𐤊𐤉𐤓          verb
  𐤌𐤊𐤉𐤓𐤊      H5234     𐤊𐤉𐤓𐤊        H3600     𐤊𐤉𐤓          verb
  𐤌𐤊𐤋𐤊𐤋      H3557     𐤊𐤋𐤊𐤋        H3633     𐤊𐤋𐤊𐤋        verb
  𐤌𐤊𐤎𐤅𐤕      H3680     𐤊𐤎𐤄          H3676     𐤊𐤎            verb
  𐤌𐤊𐤎𐤉𐤌      H3680     𐤊𐤎𐤄          H3676     𐤊𐤎            verb
  𐤌𐤊𐤎𐤊        H4374     𐤌𐤊𐤎𐤄        H4371     𐤌𐤊𐤎          subs
  𐤌𐤊𐤎𐤕        H4373     𐤌𐤊𐤎𐤄        H4371     𐤌𐤊𐤎          subs
  𐤌𐤊𐤓𐤕𐤉𐤊    H4351     𐤌𐤊𐤓𐤕𐤉𐤊    H4382     𐤌𐤊𐤓𐤕𐤉      subs
  𐤌𐤋𐤈𐤔        H4820     𐤌𐤓𐤌𐤄        H3913     𐤋𐤈𐤔          verb
  𐤌𐤋𐤒𐤅𐤇𐤉    H3738     𐤌𐤋𐤒𐤅𐤇      H4455     𐤌𐤋𐤒𐤅𐤇      subs
  𐤌𐤌𐤔𐤋𐤅𐤕    H4475     𐤌𐤌𐤔𐤋𐤄      H4474     𐤌𐤌𐤔𐤋        subs
  𐤌𐤌𐤔𐤋𐤅𐤕𐤉𐤅  H4475     𐤌𐤌𐤔𐤋𐤄      H4474     𐤌𐤌𐤔𐤋        subs
  𐤌𐤌𐤔𐤋𐤕      H4475     𐤌𐤌𐤔𐤋𐤄      H4474     𐤌𐤌𐤔𐤋        subs
  𐤌𐤌𐤔𐤋𐤕𐤅    H4475     𐤌𐤌𐤔𐤋𐤄      H4474     𐤌𐤌𐤔𐤋        subs
  𐤌𐤌𐤔𐤋𐤕𐤊    H4475     𐤌𐤌𐤔𐤋𐤄      H4474     𐤌𐤌𐤔𐤋        subs
  𐤌𐤌𐤕𐤉𐤌      H4191     𐤌𐤅𐤕          H4962     𐤌𐤕            verb
  𐤌𐤍𐤃          H5074     𐤍𐤃𐤃          H5067     𐤍𐤃            verb
  𐤌𐤍𐤃𐤉𐤊𐤌    H5077     𐤍𐤃𐤄          H5067     𐤍𐤃            verb
  𐤌𐤍𐤃𐤉𐤌      H5077     𐤍𐤃𐤄          H5067     𐤍𐤃            verb
  𐤌𐤍𐤃𐤏𐤉      H4406     𐤌𐤍𐤃𐤏        H4486     𐤌𐤍𐤃𐤏        subs
  𐤌𐤍𐤄𐤂𐤅𐤕    H3117     𐤉𐤅𐤌          H5090     𐤍𐤄𐤂          verb
  𐤌𐤍𐤅𐤓𐤕      H4501     𐤌𐤍𐤅𐤓𐤄      H4500     𐤌𐤍𐤅𐤓        subs
  𐤌𐤍𐤇          H3240     𐤉𐤍𐤇          H5146     𐤍𐤇            verb
  𐤌𐤍𐤎𐤄        H853      𐤍𐤎𐤄          H5254     𐤍𐤎𐤄          verb
  𐤌𐤎𐤃𐤅𐤕      H4146     𐤌𐤅𐤎𐤃𐤄      H4527     𐤌𐤎𐤃          subs
  𐤌𐤎𐤃𐤉        H4146     𐤌𐤅𐤎𐤃𐤄      H4527     𐤌𐤎𐤃          subs
  𐤌𐤎𐤉𐤂        H5253     𐤍𐤎𐤂          H5509     𐤎𐤉𐤂          verb
  𐤌𐤎𐤉𐤂𐤉      H5253     𐤍𐤎𐤂          H5509     𐤎𐤉𐤂          verb
  𐤌𐤎𐤉𐤓        H5493     𐤎𐤅𐤓          H5518     𐤎𐤉𐤓          verb
  𐤌𐤎𐤊𐤍𐤅𐤕    H4543     𐤌𐤎𐤊𐤍𐤄      H4542     𐤌𐤎𐤊𐤍        subs
  𐤌𐤎𐤊𐤕𐤌      H4541     𐤌𐤎𐤊𐤄        H4545     𐤌𐤎𐤊𐤕        subs
  𐤌𐤎𐤐𐤃𐤉      H2167     𐤌𐤎𐤐𐤃        H4553     𐤌𐤎𐤐𐤃        subs
  𐤌𐤏𐤃          H4150     𐤌𐤅𐤏𐤃        H4571     𐤌𐤏𐤃          subs
  𐤌𐤏𐤃𐤉𐤊𐤌    H4150     𐤌𐤅𐤏𐤃        H4571     𐤌𐤏𐤃          subs
  𐤌𐤏𐤃𐤉𐤌      H4150     𐤌𐤅𐤏𐤃        H4571     𐤌𐤏𐤃          subs
  𐤌𐤏𐤃𐤍𐤅𐤕    H4575     𐤌𐤏𐤃𐤍𐤄      H4574     𐤌𐤏𐤃𐤍        subs
  𐤌𐤏𐤅𐤆𐤅      H6960     𐤌𐤏𐤅𐤆        H4581     𐤌𐤏𐤅𐤆        subs
  𐤌𐤏𐤍𐤅𐤕      H4585     𐤌𐤏𐤅𐤍𐤄      H4616     𐤌𐤏𐤍          subs
  𐤌𐤏𐤍𐤕𐤅      H4585     𐤌𐤏𐤅𐤍𐤄      H4616     𐤌𐤏𐤍          subs
  𐤌𐤏𐤑𐤅𐤕      H4156     𐤌𐤅𐤏𐤑𐤄      H4619     𐤌𐤏𐤑          subs
  𐤌𐤏𐤑𐤅𐤕𐤌    H4156     𐤌𐤅𐤏𐤑𐤄      H4619     𐤌𐤏𐤑          subs
  𐤌𐤏𐤓𐤅𐤕      H4631     𐤌𐤏𐤓𐤄        H4626     𐤌𐤏𐤓          subs
  𐤌𐤏𐤓𐤊𐤅𐤕    H4634     𐤌𐤏𐤓𐤊𐤄      H4633     𐤌𐤏𐤓𐤊        subs
  𐤌𐤏𐤓𐤕        H4631     𐤌𐤏𐤓𐤄        H4626     𐤌𐤏𐤓          subs
  𐤌𐤐𐤉𐤒𐤉𐤌    H6329     𐤐𐤅𐤒          H6375     𐤐𐤉𐤒          verb
  𐤌𐤐𐤊𐤉𐤌      H6349     𐤐𐤇𐤆          H6378     𐤐𐤊            verb
  𐤌𐤐𐤋𐤈        H136      𐤀𐤃𐤍𐤉        H4655     𐤌𐤐𐤋𐤈        subs
  𐤌𐤐𐤋𐤉        H1346     𐤂𐤀𐤅𐤄        H4651     𐤌𐤐𐤋          subs
  𐤌𐤐𐤓          H6565     𐤐𐤓𐤓          H6499     𐤐𐤓            verb
  𐤌𐤐𐤓𐤊        H6509     𐤐𐤓𐤄          H6499     𐤐𐤓            verb
  𐤌𐤑𐤁𐤕𐤌      H4676     𐤌𐤑𐤁𐤄        H4678     𐤌𐤑𐤁𐤕        subs
  𐤌𐤑𐤃𐤄        H4686     𐤌𐤑𐤅𐤃        H4679     𐤌𐤑𐤃          subs
  𐤌𐤑𐤃𐤕        H4686     𐤌𐤑𐤅𐤃        H4679     𐤌𐤑𐤃          subs
  𐤌𐤑𐤃𐤕𐤄      H4685     𐤌𐤑𐤅𐤃        H4679     𐤌𐤑𐤃          subs
  𐤌𐤑𐤃𐤕𐤉      H4686     𐤌𐤑𐤅𐤃        H4679     𐤌𐤑𐤃          subs
  𐤌𐤑𐤅𐤊        H6680     𐤑𐤅𐤄          H6673     𐤑𐤅            verb
  𐤌𐤑𐤅𐤕        H4682     𐤌𐤑𐤅𐤕        H4671     𐤌𐤑            subs
  𐤌𐤑𐤅𐤕𐤅      H4687     𐤌𐤑𐤅𐤄        H4695     𐤌𐤑𐤅𐤕        subs
  𐤌𐤑𐤅𐤕𐤉      H4687     𐤌𐤑𐤅𐤄        H4695     𐤌𐤑𐤅𐤕        subs
  𐤌𐤑𐤅𐤕𐤉𐤅    H4687     𐤌𐤑𐤅𐤄        H4671     𐤌𐤑            subs
  𐤌𐤑𐤅𐤕𐤉𐤊    H4687     𐤌𐤑𐤅𐤄        H4671     𐤌𐤑            subs
  𐤌𐤑𐤅𐤕𐤊      H4687     𐤌𐤑𐤅𐤄        H4671     𐤌𐤑            subs
  𐤌𐤑𐤇𐤕        H4697     𐤌𐤑𐤇𐤄        H4696     𐤌𐤑𐤇          subs
  𐤌𐤑𐤋          H5337     𐤍𐤑𐤋          H6738     𐤑𐤋            verb
  𐤌𐤑𐤓𐤅𐤕      H4694     𐤌𐤑𐤅𐤓𐤄      H4712     𐤌𐤑𐤓          subs
  𐤌𐤑𐤕𐤉        H4672     𐤌𐤑𐤀          H4671     𐤌𐤑            verb
  𐤌𐤒𐤄𐤋𐤅𐤕    H1144     𐤁𐤍𐤉𐤌𐤉𐤍    H4721     𐤌𐤒𐤄𐤋        subs
